n,a_n
159,23848828627086506137703773321550301208351967609369642922888877551494692239515763656286167924375261234713121597688107693421974520695167623294098975402968756886147429215994702688564007044646590685188759837029562568530647979012.63698637064064747228371526
160,1642063509427603834706549986493198095716766170933147171710499202968375539396816373776459578597993624933733832688189971395932812072041469638325357194438504945352159373742183446607840760311650221036632231982642643574508585871990.249133269852911274052843
161,113772000220264897046243898270949827471986399013977332516914184069958023692781950733545518023282529199684842119837556232959462026150533000451347767506526374829173300664186823180255471634944160888458150723274778941791915340363957.9656731776517840221591
162,7932067908133597629597933589774949126143016748070773339613977003024136924314573798380370546206160281138674496257741368537704511135562134646676790679174291425555631103894577260150138734638346385933169734588369234070745565479497524.421462089094941953401
163,556450185384656076416176495147408783855314306576500205599788172712708879826343769740201852342130174293949715548135334812573001580498674868622976996426468817650568097932712136189756701307064193864633134399249210412714517981980874094.5507026512838558587
164,39277013113590962678082473782131371325432648713902562076475303724086362239112327428012885882950002088892586732635312742554527252896625435913205824013983675016744338459280531858397038389082282371050577144285072269379187679546516781805.18766141679299255
165,2789372851264098322405931876308492275238171427859404612181734953321815059148650510829023857391282453656288270729062344757557955260910368348154871991384289280440849915970259448974001915012299751174292566941579230657248630168289879233036.413375576201493
166,199303303343020089224919008840618975604228109336692605171233569245296338441395919855744882182322189507084875009149406903178581586050071031674479206749148576689100121193462480076717300886396848650921412878497102232066979106561816022679316.7543843300373
167,14326704009979098469754367875543712761704342341952428779163637968343160340811050458275372570066013986048479305362081629937167877458040779978475101610420970186403107929129348777646766181762335288565666669266534645970373609747553873128215181.15312112613
168,1036063057236267752969016439427727871882730139713649170755412980492638606534302405577484217119048445897752799172880639485711650816561985856959678259278249880170709192029910401627066333182964639695255734546473869750354838276704280268990662021.109883968
169,75373490760343453048929443953367674131518103793603100404980142007721746720626452259384305119830448967131334526797399891620416266234460551309878077341908470214613192980009933689120814557555959406913958004690584091191589404316033587254845934184.6171674
170,5516050426817735176896798279711584108164366364303814205376007498658588814582853806320765607998987977249539173532205841023757650546194423299584436871442889627896588318903838344532217360734373832340162763793600297379438051297832462367001263678839.42614
171,406068950273646124887219452646386566832578091842758688289959922472388433852113452757118128922251860606592426651059871107600688857463363717759095301694551932668269069902190592587632261225900491330378489081580591487109532462008315441967491607030057.0717
172,30068950560084884421445004059952332748617999095093770212435028410122284475689786864274647917235429312111257478986990580147242147768327224140016620344092119765433145439364293550608020283533773620010095349852850928466697655889192125379638316032124191.36
173,2239591674359380332956145185851403774011070992959000666714811762595895829304489730572937594767007345003366899578143158518268642120439521236814491045634856848360792699830900984103760648460863422416347157597907096066836207153528029499922015778064677161.0
174,1.677787007056622515188758567266003613461254142386294697820314570879962519155671796380505005603281193229793638100542644188973094438289916061425021635597947963535391749797376423981874538357319099376009395250674266364256908116105414023079776731996391846e+251
175,1.264176496551623312654662149783251017610797552917999057564932288380421823210063063239978793537049966538105309647099101181413269998978139356019871875625186215093004097309293031587426547279905603383836934244354885388367711431895238737485360261546204525e+253
176,9.580036379494119058598155138717653211824369561747161306816697189850085032470754589913274857716139308717633502892810344625902911742864633554985902087645018529634087947928287898370268711168403588380299204919302212648034391537054154554523781243718689471e+254
177,7.301313382459510447142703179230993766358990568979837751812259125453218105786868041242069247366907248096828386331168375238200045266458804493120141858636101962818849288253624912872550349486528565353996891298928410662114705603381629728778210680385227791e+256
