n,a_n
2709,7.054678031955506543278152117380479020513823538314168285340686783220143978871602455332229457944079147068654432925917511002359305729291248718612816972935251795973898398041868038190734377963534466655388475382639878909559077629672013942626099509821084654e+7137
2710,8.275360574390445108583896433171699405354770716775228616226377817732442745494088372502204222413778118493676278829052573284241997952077870354151334100848741249640424817245839404875025146095267739739271439313838291530575972246788093617514236878935021448e+7140
2711,9.710843160277307978921665771620358631491760607759269893064703577285266453512286840601620557411217808554218588138683371134626122079622806313677128968683445751663889259744116059693611941544423815579394709518196106117578549012429800088401819154744547389e+7143
2712,1.139953615854576895740806433004700553565313199889846905569863732859744214797075673356496368624460554888391070247908564418454338925289989128978589050498038172435955056280136745481125782074577545648746917615550861831773081440616048146613749032426147111e+7147
2713,1.338682507734235059150135663367579861289677269682097098886559467220563512726789452103920002419626229518607728169251656966319746961195356604801553633575904765246027153463910394278364128448710747041495721989584520511505968424889798076868295547875900372e+7150
2714,1.572635609383126522272054977243040742384976825311200280299268527233700214897819561971546418764576450440514553602316003621038650292225879636660985525171062519639139356699518043837910335851573485787696959449007893887254131577829434693438466544126826507e+7153
2715,1.848156190620046252246446327629882921892579767741375953491341111276468034972440023845521867299503303712675945238962906709953337858434195076878112676717284478779122812723122056727270883566633294599042749081365374742447850402920766395473026467038419977e+7156
2716,2.172747345549831321578947517836940114362899935882649150068115705653285619088953001102171086688718061691257801957721716544800719006014427043451453676361678890467716455205893875449216388893401454354543779256039407172060478404473859842618533811951999518e+7159
2717,2.55528718126036003178354975055431168049905181142091641603784069590774545413313170658143157781188800859877371491923960947396680683949915200407178793769752007575707095543327596238240012211196765857999147909554690322641348724187052170298722044485575782e+7162
2718,3.00628449750181195157150228820627173052989766895285962468824435522647211847325500215226465337393928102574035264893881862153900329058752889296279884406376350950178703713541414850582761488239216192260186381130035460896507317906933666164573176868148442e+7165
2719,3.538182680443922981181099174411359145461825904331326819794718849898294033803903423732326386915897367996354823022146995721359878368625015522524167379893437037933855893424854314441099805367417502634114301696659828175928551110999132447575677587829151639e+7168
2720,4.165721026120648413461570641084240678938369355876112045620887877143021234715632556778353446147536356532575364069696581826059623387078610872620782292282292274614960501321356035476443648069476906120080056787439737832351465789825449055224041467291276659e+7171
2721,4.906364493800055279746072133320611398422402414989216231601363782089784652684635521983049393620661141901882883781227120834378450596417512351336432638619520718101934619984280110068771994333708213004019114349143635105580192881392253602323953530711168338e+7174
2722,5.780815024139862756444538301457677536713193488926972152673282082528657510824797407441049729036429123364156887961754474438041752232269820403107047735771205965623229633442153986075009996280708111720132932292644316660924119344507602434320071891551051859e+7177
2723,6.813620111090980491527695299657068354652790383672299523229200358103039500026181882318366476426122325448735498025389084173219658305395466792837919694399192364568979952841213214888044664060879794864328108899211163022387078298791464193326747700685484946e+7180
2724,8.03389737353768284997022854781787116579266179736838307248227114159672535902725522186672953984561507046557541401181237378807762966057891811170872649473608472658528502604427681511884195031364923567146604651163889258539484097153849192523553903100764131e+7183
2725,9.476197532855745043480045572818062095160876257329277751558597863883183705121364479765015287977652240111353629431181875059490816995101723512095358222926882205776386879057920223354443988064922978483436842006195165422013821323310627683412260519577527568e+7186
2726,1.118153258638826622557433112963967424598393178199239450971944506608195612913917873455081810904715272113720374921435196616126165794365847623572476976916019912565933541628905001208766501307848225841107996192446272783679398691456249503151604645555546247e+7190
2727,1.319860121908411241567064259510339774966088757329099889982181788964240332153314330907596418605828331773524758868199849304672074086655812022251048559262099032399304622277584881724832132784330089229097040439531637055616947778433697241895466313130593664e+7193
2728,1.558524979033420140443892145651739717507233334512317173702911111384573164615880900707318780839023221414920134419303545595189071936704022944128621640842911153941431360677720250980407715973268277399339414824581524767387641486198332209372366997730277042e+7196
2729,1.84102147798153769646921263694711241843538245748215194653792628275618175527096108781519671034883452997917638004210903703906216114390047198946978494737302017250968261812479297047597671732217444512807767009672061589257852020748687018269669437803496911e+7199
2730,2.175520162691728413360621622637532075278820817260484678060634927199986878210736179442989701416484281045401134464457122201476139475234966620470252578261809223355862768296029601629721224856089532990179229853493602991544289485651597190846975879462359199e+7202
2731,2.571736575640934863926157555082997795808715171169208083221024417617422794996362378119881272083949952217473719524348842179521702102558245624495245455431326763984149050201738922345484028290963199425428461534336539945548513564982758928816282729257741482e+7205
2732,3.041227461361440195201674464907116749143552843236628438639767203410990420950247570906158834749741032385958155892023701216025765883981664282255955984964102668355639567019194479800674856485061026168653084040435199282960920137759686681553401907061371024e+7208
2733,3.597744517536073972070340606808082244234548046228911343031850949079641326958165403761906367035261917633878265012864877913046971267367912012221624988496471155782684025909849595027417998707357964425303655677245592595330942433408955104092903320071340312e+7211
2734,4.257657018834317161119575168528767577673201875131285469391303376789598057406375374920719008714377279199863949961715267794707494063068167744703034819281925373122445425253459469478448333070866996711148949595949295493701055383219678000026209605821155995e+7214
2735,5.040456895294204903080049662042693370786058805820589721205052834411170089760635730967541453025055511196352315409954997426447313427637754017380966446799778932559650851026911647351069053085034975510422817665389169059622099306215606901952910949346252112e+7217
2736,5.96936255880474014153080973277857853706487923722077950051853121894664925376074639725280304755228476690483555384883527402904634424382371693057348733045107518228839069530094364729577811835385145237281896455736619470261196283895677076798810465818269791e+7220
2737,7.072041030964609837539580988040368364199387047206868665403795947075309447590042385827074194820171199000855111808295205849460919048457796975101520155774217534040527883393108500061234960678438613496723684939125765303259090345946803364104652706030039833e+7223
2738,8.38147184531350164124424097029056869672109591064125117799910132281256186122075414527546813630640457141055294828847881467597641320910850691722747023750376163170390078537066646811112678042812371270563397013858968107687584984456118593220151997177443579e+7226
2739,9.936980911844396433576378789987242451553370459960094874040693548663803592982146262689020425195171196269405278023073919695205564719754923387471893850700320826082709444132370915773014395783107972680510745313403141647648442470925736375818971624376984437e+7229
2740,1.178547820500760194306391457451384358640293485324098468814432618209355552455682960848263393239466615932852147920041153149382082252172564405137429407209025059747786475156054121341003324954340895417316148602285866884083621699248852804078071290250970752e+7233
2741,1.398293996518124243802342351803559544623538220824500123251241756920106707196929987859974727506030146987022794833660009679469201181031651169534427261048860843762671303574225220381485726644372293045266394873039599901863680124646105743151975112148112715e+7236
2742,1.659618432585988891751519328626595476339860522536241072670465757629180624420788084388317677677468651365355478703670142638419023719845387109690063186930089814768189354148476778522288645641874813300359852579138686928296715076654315844396144380681929101e+7239
2743,1.970499918224980924395231269219077890878000266250492017359887513058788421994074975065265754367385926279996942788641840521712786807300744755890048819207543809930412582868285562217802381055406045568033241279684823437074268146463399890785911548142435431e+7242
2744,2.3404693049243691043158067828104722499860505966062533014706946393429953372765568531818679934835759864014198020474501729135278000250856847059051137002308079502265500278726510943520836911001520598741313307149404520032049077810634919282449025958136388e+7245
2745,2.78091540382773740053883055092134978454408437162231314017275198204513162165862741688612161277656295488066124423105260228068435332414394589191399898463766865080822345336436080391402072344372714502492938472738867494666811778919820637329124677813743742e+7248
2746,3.305451942182448231879902321134585971217448866171561094531366377518082493957003487779102593380596217641216326293887584672439827383629875733989835157104144037590441472524503344489165168544646375772273779204531235189884983520740751476822635895636773759e+7251
2747,3.930357916647518952259151859873007511092437391571409674181977784076850638660810748454189260836076992455398167991615888805144259572058852007434551577400378463289113341963467121206382084759212947722395464853939561657378866209040150243171790311813551093e+7254
2748,4.675106204526769792233706427799954326716703982081295461709523700267348661978029306004839169516367038572920605773984613089951787639932644776885407143625673904325437444696609875965878121256671933971639060007581767032140041399657853814949858545487889777e+7257
2749,5.562998338867450527367645869278600017745357231720416907086932482602051414923091101838903154013596574528525255612536869780081527061288056343292849060398735805255452830142032338210291469227148483239334514625734421725783490459390294147332296061665746148e+7260
2750,6.621927029316324396012778194629278089212460708483953925699925158255001098364671395449312299455969003760055446882571082486568848258627638815677494311063115745450000783249844915151744199260052779365065486013936638470105396675059710697838052128940352077e+7263
2751,7.885292449921997453812957300126882757915865580271784846931328971840389826171312822733396293872332401568266744249682244866812663638065447852028357467524130226562685776486741134189963783978752715058046752728154076170755183333780668689621993392742214377e+7266
2752,9.393103678005175958085250096830460355930951427316404048379969875270083340664854091672433626568591654342859406327969490529855275382008922599863932205081534574640644463468296367634354010195325226527354114142698303601654365481069159540121015474896834505e+7269
2753,1.11933031491039095152644367893655341941276035601612046738447895536404356215159865621051742359604034570952194005542111558713343916805070911960948567913560230900723248390160023332463438503729405865176815311822848034827496722052877912345957550937058378e+7273
2754,1.334335982747969982347132086106580218239998746534023385572750276156580520323089036696720324707340842352486014450479382428141034300731568035431430106103044725990324389269098787165140154861544740987677545438165470179541841466632359933277173047780383049e+7276
2755,1.591218626558940738863827262502292835755770876588243713856715100577715279369997251168445371976399535476484731441320750038042134212170561652913043645813169799524567469914692098315193804751677222078481214172128885342897583883222857846247019193396747564e+7279
2756,1.898244618614938670987804432834706495356964561362306431658223946954083114629047181338789030931712468582883689170954448502418327917691772033476489015062927802894441443554666869496720914838152963727982066048367362629359434419916536145472028170803487642e+7282
2757,2.265333308798076050078831032721370610740477781586608844038416932343140814120355239381771595362452286311562622803986087208649853543938927583636779775198715962971397909202795796477851059064113785236948631515066182327341211429982515376216910769553814643e+7285
2758,2.704391716297179250508904866946663020793031770774517945373094371239980692132078786136560402506904049078766532924033922519782613382563670273579331690240474453069834624744299246818686601650258590508082454115055890935007878057945030152687679050042801418e+7288
2759,3.229717813720130350736355664553853995851845945623549317136068834993365989595922287497578639790110893754636487205000629310128092704782675994957509689839468999022921037829046530424087294861485764209396765602370443450012170801153648523688532663317789057e+7291
2760,3.858486626904329503753746580200641773071462379123430040094554776481722045566292768115305264251554512338700087680039118497836879279389786529028446436965544094528053317997758309739878372444925186093393690647317612046364046999892473426678960852336418685e+7294
2761,4.611336356796735334473623282678940178924757525313374781675145430895116272039856549409350333796278046271350802890753480754486958157093692870636010603936835792631071847504497032696822101279117371456569459211002244408821628746006606799157135312316345752e+7297
2762,5.513075345473337320485087726711448571762401205703996200031553550370813786792088578760565557760258354464297279967462227424137663578755316774426407279583922428471745768428598110832096948807531244235509333561985493697590005077435190326399622287676974171e+7300
2763,6.59353509228023907220106180891007847206422764850062814895926743546373486225602500174837249779091132934131995157368805811092227565090310698813737107416181844833312517252580020880208850244638015144091168961627464567048592861369097844103387322181512595e+7303
2764,7.888599843183792876538618470565245145212163209041133143670483147814092637284617660954228520426299619572509410066815779304709786267777389631910702734172929769874239436899971409189728629519409747897143232637319182677997972829459834136740119055415311573e+7306
2765,9.441449727496573981170152019092476107943349494826125849981994225071555800149999893144839373133832871513073104236610297086273100185611657621737686002472008559709607360782076218315949487000328653695685501159826648742345175255422905301528885680013533936e+7309
2766,1.130406224563158705465390440347766237777943842135619854599923314164018883267825304674137914343414863290524348188395293864669047134772880493559122704800225634122449042992716596145288950185895054690385205218043948890715335930791646789934006894465884666e+7313
2767,1.353902641709888353877234062724380597712988995000269373944580098702521267326757263985092840242566576311614742989908309229825463895881895082321020367334208961157503718986273844076589934460912072395899860094189946288242163650535099829520801247280275032e+7316
2768,1.622173544221755403961697714111337935186199217429663521684013680451170825887347787273839778246721673664449723766876977701274857106535885373565440078422418024166370962828441025122175209259610250249647045991266488271174044156203665077568152297323952724e+7319
2769,1.944303775585930296606458194949173382269624084560024447603360298977389852466136409124900758395076177293186716988659723877391364704300290554853782102422361154866095484324864574757241337991802901374844627523428443967561745297477275793652480940018408433e+7322
2770,2.331244339562387147659751719468644543951461638006999962907173237469167357462677355816430922308725322418668179899417477283630443941085996331905606969310623756524103266464966591870739834835763945226210037383315602557535719436561679187386901946573029901e+7325
2771,2.796200332700159186750835141459584435276641592618317090589105224564914942221636815920712756242482382717217028625135352592118118483345978599419325651414307478511943384083289875641320076157232716106374287928613896904754460249498084740764079069490309729e+7328
2772,3.35510045654943436431127939917167878519547237254112053901857772417453546946624755551264920919547822580158321892828854385192691942276389775876497793542689102184360893650683716821371253165215995103718430393012603642829261341435710895976697174303834012e+7331
2773,4.027165458793852625353665713808935822990916959055472984599095380077347972662839305215040798829645367661792172744588159691787971499556277409475576254728105238544699132153258528973411430570145522039962842496742050451905582862457715415188825235971916497e+7334
2774,4.835596582563170902633804756843216418700208416496768276668727763683940261547673262079538118781310800822739485305365941926622458170758228687619364460451307125573814332209927503224255396348484238681387721190392020181283635728404008774026249766544113762e+7337
2775,5.808409643720877891352250994734175252330977645878775776761606255704318846600300773640877066923437110767714085928636883496919383018220264131569831095916560885412319951844723191687300626425445842759783628475194906672169497481436996643785387073844763029e+7340
2776,6.979445884895753311552488130516926250671992852478511169354290693412371702386971474548347968468049184898181313456265381602994064409497972661854505239724667168928417387322941444544999112790522214565558656646763167446154576855483288820496149623632179823e+7343
2777,8.389597489843620577234776033773210641754424931693993265308382191739695727518779476609520056575287813745471579920853886226314870759699927324726455298735352862603977977813208085534735946869858971003589435271981247161182548715790158873952132362629353718e+7346
2778,1.008829384808752014335102000314813333446161016216042625646447019274821052841941633614463299755429150059983576095382831913111138979270536746548677991004972583037946323132227182600561631221327156731587451709396205896651414539902074920320422548080557327e+7350
2779,1.213530466252800774546606557659752380445976333179024651240644748774447002621588150691514100551936528124656447681794590054588730819841007702725074377704548950323096418528325981244081064920287677290679031893376559003666706107343727580727221306727735461e+7353
2780,1.460292818910213697006268710579379035629457599313619289091547267359836751197949276592250138924433991469849426090472677067033196109606847120853003666952449216247123715518976609255148883124112629978081228782261138152001077165823799881834088366089033381e+7356
2781,1.75786477735926116380983779312302173919004630550689486324827290572165758157422459086273705108027984927569460192258549008661486310963972463937944692427642634192728616970686055070334664942616792653812756712205195221795818152344700294921328997082995013e+7359
2782,2.116835800108290013975381964763081250274039178940408965200711714622278206406588468766272320072421932093289561044545704030872266335670336821554850693440481247883127277158849875692458651767562146344201471528963758792622300304246002688017976164508185521e+7362
2783,2.550028392636582828086463571825072584729707841256039850197181150923330187468636571162701826230240254269384785052874537820583823476369140033087261083117907778333230971844806894545922697614451928013074924165444971019337260403937894808651575581841923021e+7365
2784,3.072974390037052196718599482980518501966563531185519129220648238448510965578539853009597046971590496215461322981631722439650716938072527123888112140905202292111608762586037390492980518194308406861639942308127907409759391086844924908667546588073931727e+7368
2785,3.704493954045055654375710472268648069377250995203651023986885925812131091828892436911346744908280301551116661478544270738361711796698638289756651083805925119782307851802010102720566359373027808119071040619328609930971943097395858347865382341831211137e+7371
2786,4.467399674934377318941851419196686474218577559144548394894938386555578434503997524415912144935726749206640467508464255838392764614990110200594242512906508762511184583830223192480756935826180881583524673912983844222741938752010964693462550361751730831e+7374
2787,5.389353100902342965403630960320195039193331803330588349239794209314749552346162458233573545159025614885107464093542894772528877779483220763153289205173647068347882440243448119832004465433810063114913070155065149995931131294962225253267263258060544917e+7377
2788,6.503907047269279695768889331350659611201853904442170612720717963910295101212477387309658029342062589490194960703857889360107861731720502407862975629820581574304021498324140760476271211137311036671572098429803729311656026818674934344571719762359127681e+7380
2789,7.851774411762635388623427558753159015056646004743204153279774165575964350659155172292386056597382746458458544501393853991274180650927786232709428645974687804066822826010253290129382591374509339812707705697362309940736451284768259087850152482004618883e+7383
2790,9.482373243003749865434241085907962630043360805517541582381066877239675319238457352454369551179963739855100252941510456751287506977239891165552475991656027913928390213879176536159903835286327244389319809199780554417056765098925061919561251295612843979e+7386
2791,1.145570884853237874106870100117688921057287085026129318504767026417505338913491025813061637823951787722993879489297859461170052650684207579362526563799444963386707627581763797858113797333010174029752281825515443130794999486291486485760523788166774728e+7390
2792,1.384466724235397607370713870593377740987530526878329601747118084272909264146661816537591832399577990477369649105770234929701384059793152294883224942412506981464268116098321858097865929728993793047016353958981922408278352714501692796267486240476285629e+7393
2793,1.673781078018493419004461792109212820524719531655277180524556786108395532244813455174348130561717268657414473780690683152526345439990646359875167151201152795247988117117039528695776229626220681679458716362476300796629998156328312771365556156045749212e+7396
2794,2.024278710141269941317084184677574590943523949627139002584084822410469895024369262275886327865501088054026151530279160716650728580297404169213410359376051236042199251180310914585929524577015669481229846283412432645077341771748589643055076216011500993e+7399
2795,2.449048733592380625121890524794544153052369412013407556035419728346743234647722095711134202766297329955897640926328146424811949151092776122240453347074813131635546336571039418158830558700251834080219010628996351764750778983915716940697982359352586278e+7402
2796,2.964011998095977082281043659777703500919062518030532345339580979898510593913996779867907439429975399684093782566174870630158526166879159171634349806952027727382121462921289710335104829538437619079791648633390270377907948018173674346916196482875667107e+7405
2797,3.588540418643875103569671896044582289526680642556739943877314870250178525538643808667735780089781038885764220142533825142113658478808991113616284482219736902948799384035326686245398754787058162072303794704776079402537672764252976033307688433715478421e+7408
2798,4.346213197933028842209850201099890149852095973737525559585992201324699826835217524671544302496451902730764596708984729269601254541351959146198651366569697034987098152075778751090206427764858515924902008886177501428880848073221317806188807312127657824e+7411
2799,5.265740514382478491771993185768268160668922966251330077842340547865150060830616508515658236164838512188975793596573143128683400096756467897801123693444493682032914452180645809237375931213011637132958178145924536071335237670356787450602955405982403602e+7414
2800,6.382092143621378874265514479109665502018168944896347229515208631086435711719695492228251827149871970895477936735331872048631668511606293079810374671799084988231523888342344539739448033126309043487616101275684239053624504179724020243928277954277255445e+7417
2801,7.737876948463944903766734984840390018658830817628664812143542726007922953149288539916776560675348641830808259478558975344138496630960543906729660863664692910139317809520132821829605808358898601959037327698673771509967497738599009392449309900043545839e+7420
2802,9.385029571690558858184992896660729281423283705941643278993091308247713903639235299791348317347930746064780158607602972157738393740483238225218915417551911783111429091420707729200229912814227790399333233673928551281762925376813109008525267847893729057e+7423
2803,1.138687344257155086725034748291707025359300496365059705800507986665255061551420850373248241522894018938163924725093133381763891837830327289918297433422335323803689149470000167854792883126971010849232359357851386621931361963657695328368240760637547083e+7427
2804,1.3820644910643329699072107661187185317483018930734839188174033909706563031953793707402882767768867154507192757785720438765224751242999564099089930258728103963863163313823209393239774666994395851531520803844228108177258401429125992484935317314649219e+7430
2805,1.67805826252131994118898229262392144414566300498624355556296267945018913742785975941706820652110810638996407177199927008698849667265519135606782283024480791874464125955268934270529102628655943304670284554796818775280635892953355476140724834676953606e+7433
2806,2.038171002070078731843487443977691720835773745402826761261473166409175644889202315722071089664628539116516106195049674396412428747193103154170701395621164933654604937352906451960788012645972047317176408161182349834981288023414508475417285389936807792e+7436
2807,2.476446797548740201093518662846899826688471947165328380511432510543800123740802323963478603954599874563624833228122754541564685796491146795810731778593338875087782828907459764580828789384141212538528747153461540756003730918499232631519847870584707052e+7439
2808,3.010039065569095096973862384459389261613093459192026379377130115058852853898273859509991302345657489654151668839355603316242005874437671448678156486808538680891143722381063683286872482623834318142356316834656237100708063609838728934893905333924178925e+7442
2809,3.65990618033796449101030512824636561740510249497842284237291630525563219315898570223969222522619854234491545550983318935833231338154275272821966692018121592903772280600080745759333892794406400188423686390407457919684616507803404253982960125887270686e+7445
2810,4.451664321776348071525239837628690393399291391081785549333923739009795280985367546419473732802144243659002371978028884612263378721423661551109027852916830437486729216874835113909515910517043674821634372381516873858684906407082727430795906549306069966e+7448
2811,5.416633430018292178835235854226297289137160237622849104294449953683371183530970950549229274422544129590108447460625545976187675837492505840810474642654246321437533002921435825294253068471441596070118112106130456223968058362046141015751817121291855483e+7451
2812,6.593120424552862412791303912788847942801167886899766245037033348458630652684143702520682140261109750086525685149520640557499339549268280246134453199525636817153829532651916961204781689634978487459912787526325641650842593635104667104281741096133378194e+7454
2813,8.027994041843823672575717616339554264408909296329961829524799521580250185456297049516879589595752682404576524871483093593843340677043950872543650419783633669557086604399516558515899672750105687823519581842759744963108157435978280050698864979990937558e+7457
2814,9.778618217098330786943298219015342261267089810036677233101209362220100311721001867148547757374816660855970121623960008478313696669156092763033250089412269118222551112122367521040115283182458924988097169193703694363585754842117900262299548203987821246e+7460
2815,1.19152264429005978050176850202976950506396932586042429550987221380185821085629134824361790758104816342754607534802068364053890069353684610360568161844897467543767166594790800539417570699358762309660847154375137592100227255242549026308109761701359551e+7464
2816,1.452383867128098202976657990693817849559231385020579863933826002211499566512747672910955536681413596259198800400501036512464425365243362465087589106723896608079801742335961912594271453671871831779163311717586714188632715073246557866738414026101065268e+7467
2817,1.770984594247939158379523851652631695238005726585926270890046582696821697806758468029539414017550328897026510846540214695454414489087590556047773874135521296755101199565117728111334236453801896502287945332837854293551241897398232873980766571022170532e+7470
2818,2.160241708306470635999111320597117910848378435715479694208760555060188668930518898560486007498332857615546875050869827426068036017798953262482665245326811149802501668116137891397188909722573974619268251685452473454368000150797216377456507654275968787e+7473
2819,2.635991783089799293403584622037308238037344159253016203454576663927301402354831697756078949034062830280697885794293973315936249013767442450620427400382901986718784545277760715804812765678874852500455258650618245511937073464214334827974159358267485752e+7476
2820,3.217657724105269758194816872216524607296779677546802334038754700907107969165017557122201865982211265718205355327975443338130973370522204644851187225556004224804652851415276397953520424198319952009411523015257442217288019960332905984160893182329046571e+7479
2821,3.92906912208758719141751220925829566763044826142900964861454971530254742088906470504233306529867370853691442146857002442930475904414104489948651714174272757547391431202527257089148606499625251285736203461151252915205521769862604087979592769293889192e+7482
2822,4.799472103278843206553088635995118355495407062883075922841815771576462626211843381455404002916986580844250389619084860690137595891071379326718698568884517009059875486463608362525210073772410676483145105403613783739179319664660875736431594953186889392e+7485
2823,5.864772868919283555125082501001870923048950895719402432278240180462659338943434543518595160907432064796084905307775747374430435988145625988831550804107456207948164185952372199846898344910395893413117067715294839848504927737081698424082105283771710539e+7488
2824,7.169069518947788067650220775603714336799145031441282357359422929289522692479132419455662008901258890552278751355442825250463373258035852026652298236711988281475893844740663295063435113320803533261666540793541739050558096439026733140745096925104748789e+7491
2825,8.766539628543340668559883585227545998711667197958128317281218480114632897020215017613846089431386886587712367876820245894917186449502775326906058572145102816679872111143779091831325343993627473873055511037801226580608169770433773534814322692427293625e+7494
2826,1.072376698307508262356025781182596860758673546823407802737067659669903309390124384304555565775720053254205502516263409577497570617014537369256759426212911887208060831806095791611947912262113040657481858105837766260688812890388183377058464727310098164e+7498
2827,1.312261061268197074518998443772592052692126405469652216005391895092512353648508162044990088768050403165036128724371466265763636055288535470428043813180867326192772163331240241158843972169134970679022596155329612892276123577188958702896952436736129603e+7501
2828,1.606374371557723367264615944256461452863437597655208273332195273754850766552746414397713171849618389623222536734953796534190185325792397221570114402662812641731816419297534209766237564626783671190708911737876458990252699156890172707065254828452312759e+7504
2829,1.967102035435679647408284826900407696248547364875217316887054104700301339673175725852804870647955125265187088361644436834839738622058540649267866418987948390838214967361817195675440321379582013232281000114675026159656814133646917598742319025314518428e+7507
2830,2.409686536296547418323367763637833472627462506595179854881468611075405517568777802610497523622267634145329630033098742795098191192007576886362832142871395467260485816959861834991778148603497867514801160522215162194454411090662636612448424093737556756e+7510
2831,2.952892946778992349835989868157310438118841628713917622230517366914439445112635077183724152953988554349899469432278307508462142327688547899421390572110532976182592686676041855031064094158261877818185603796743978890894495658312371915887236163009137548e+7513
2832,3.619830938649532788199878794243120908224456668028561739376103814049608112122578615207220754520305009183459177176774373683021214452072601847676288692237432384435238809553050130408140980877246127095286214343364709124125305752100729381481626689644316921e+7516
2833,4.43897043373660070843800348574497908960324529988091227964669482950219453570428350050816421624476402272607107313485919541954950342579955001427882223114207780380736451644654105676768603261461842317091416380758543018292497402588856282774228611954608909e+7519
2834,5.445396934866630262798139281282244122278814025548228758812939786775381354781367935247026332928629165604931814921838734582776625835644362330179162444168796504833668650208465700826259797232740223385404590555604473055082372446285213265156341858951855062e+7522
2835,6.682363620823340918914214671923019665635543932422931644471550912517590437209779069871133088663930697580107648029059427638197958369636973818458189977690748067066513037757987179181320963282433752387063177693447185924850679806146794597951756354865607895e+7525
2836,8.203211007665503381581797764929650395116189107137976016680576788946479384382818820582637695063890296026838857134388284983340724796484987606885034854928588313653864383214667538901819942423421356119212728517785800601081781863006082666172576987355788583e+7528
2837,1.007374202290566313751845022808397385779176569802195243900573978896026314294434873957988109052925922383522425268048155147312625797989750281418036473626168881151936701261802158985256683958995346458614397103556435358854060286788739094385260405895546026e+7532
2838,1.237516152234965540383086485353317231044901669545559378736379746974686367214883303445654519552344881813496024330381222300308306952882824778823861189041177012548294152319711105870687961708621374858565512312993952348903796732114673209488746448136977402e+7535
2839,1.520771561565396559077615379658504643106884284791089112757995075397978969923048685472876919613894418624242239506233223672610545155561651790845734849186206915912638371469681399468702097337312752177664036350135973850786323351896405397983225061944855907e+7538
2840,1.869519892012247123986724688964136334060021158744942494847491558745199040944380497729404165944868150655060430444467517857774522375170369084242894881930879611259439221555756525856249034944070268375965927961239311318113421768443728332611651775692956494e+7541
2841,2.299053860996501371747842650594997775378792793930775010993926217990752587140739655634707811229757003516203304106323465607493061496095046210009125069089811432007740685529102350133402360505128756586084601707369856127198695624429611658343717156016239177e+7544
2842,2.828271483800933408716963127532099332514013606501487231361247613609484127011139656095379876008423374632620925229857178661868995348313808382128056635940427791321465038956372368118932109487810081993727098215276481944587493576546839151743887130549783452e+7547
2843,3.48053402349688917876372865634733311890547884839558723667378029075358545624608720771237501282724927339258877650133813475812211641660841378240621322443551110671189537254007574330871160889178379743063868903506914317597545167021739073292921392328328609e+7550
2844,4.284729980476785381322556213411162120065661075093089214026200807946531179934997935932758385673554075193027154772991171109025330966426485139998648057727974029096018905805659046152072390097788023132393520306745490564986718600740091846885294503949294345e+7553
2845,5.276595046379220848621293495705016100141846141792933209792153618651828909648156622208712088642934689435286153697595517017149901009680051520696180009798827640768214481191855072690741406185846583575760859984439582785466076721337892097870573442419729952e+7556
2846,6.500350150342366177089465565888786680834553128692937745151583094382164565814908053409430503363375359812590449607919972189070310681985091528765172683086453201983667919548660303555091921084684522295976009755831694399193058094361286693232237019727140949e+7559
2847,8.010734937069558902520782694892703471918954313388772201146691313544936413278641988854578897589166955264722067725193547951531861987018946568355217335358778316228234669311650642621784374308884155013462384649980398469193694602834662126426691303200308191e+7562
2848,9.87553298401329531695200104494822571506281076657907702283710061630311941591012258417854359922111885170935230221401632008505475091416815131959534105689141207921577562241020084889741684054358927341958264619862388241803409641492487315475092431362814198e+7565
2849,1.217870872440092865655172659934544548901886472600912883493983937329885256137825016863801150179436423712874557390898794814238648690605773819898639245595421321261425664198442735440534628845048880395207543104508527460607196147505094116175880520830916355e+7569
2850,1.50243055639642579054992115047005080306971402910194352746571428897940602612787121136445702568793774645241852673919097217421073988574183255016125621182501599886343130896978725061151628419941174823916903883529962647119261894638363873239938649095838751e+7572
2851,1.854129152644874282100858516274468926501218687316905382855578363613268508219206509828208138542395513416929805326807708953512704386407443113681426271835899319075418494346470178942038292037937755223929588494861070609664309746320952428192150831821948888e+7575
2852,2.288958476942044719919100816765501107947370464147376260880664808493431989399227920265853567431296572839211451868200237391893288440110955429085019205006655704988291633490645749311270535359519547189098557453507912718833663530848601164625777201050453495e+7578
2853,2.826754877314101492502583421649564088699136526672202933595663450505006124429837402880514326501013983466093112516943582931605165490505111416909805715224617493698320627632535166015613175660438922551143873381903161645862017858273107241298649028015242037e+7581
2854,3.492131879693105901276005977012172725584206492207702595745836175973418012291852617801948166150959482258534735246559201595957216483162243311992723076069131100943140881696471818023034117628433837618625727677736325173633442930893133440403441349719409206e+7584
2855,4.315641092279588654795168682340009999526400693681179521640026327561251719574836164218934472885276939084886164693352185426630504398910905983362191984003146556054623994923339526490354626356842900807535103806484552946969887698930484868424089884647444912e+7587
2856,5.335217718178882313399716697928462520898408936289257163678719184114942791536723256593586878262974759551242084149797396704694371113376437826879905412239099917842474920265823171878344271259768500752534066884365944281980947745258424795937761810155860818e+7590
2857,6.597981054795577412575023602575818119888790696984614033755032706327106244314704544027146310554269382822983951253758660180993502590764730397450696275419305589625213535715436714173104114726669384747734232876109972406608440496278556057367821386870415649e+7593
2858,8.162477909114431058734520118310665636895540245998370022605741481039720430378195930049530957633732224857950900134725674727183482642829429884785827730428981736575438401102876978566782380128612436512880680929818666149642291607563922296812195656222833384e+7596
