n,a_n_real,a_n_imag
69,11152885504108092770290990137165641432553305406971163470.1645736019472135096618108926029347530162328812365948138186609415487350259736546137493713145564011407576777234515015119011998290742624021915639348045181633835008381202702956453591815460348789682876885104614856781270803889817136657827729270728210274693487099763992457202631541142563667739231679639114268080859437261852029976647550273863228899684444715299578305667862445390848955623269648959332796,0
70,192090382493877025762514992787205412983449459606857779085.647326083784453709269493468762532914257807484297071288208993629699973052577536097632391422350901823699010414967557512770333540452088205567718214492437529377568413135202651658484559139566923752356770303349994761008498179648801292251397972258652274325628873124527559354571240052683175682180698422501898336520640646944267499787245137004062693072733364854730493866425023135348046944655772981900721,0
71,3356536706169836050113746854182118142450198661901152606952.12529586237467256163768879109788586890497926043973897530060302934322252510811960278752135914301748222874937933921445650506701745995089900163675272308143071413850823149179923952778064164633092612707960393957936651462502975525916050283327708420465609952908369140007626812806289302224737245000234981826922474532584975523454489747664805260603670345605599489722221667195701522372049096373491112575,0
72,59491537563161621198157768833191626324206730848988233657142.0779896162937593815960962723603774354816849192847971377331926525916583701344645946834336301131442819053403644697843538527533444953357491198817087622186039221313781135177134956819765388903582456920510635997509812428412350758749410552464109871675904738467360613632366000526699625271190904767108846394592094221117485558518070549764913867297222792831022211065564647014041874043122929989596772765,0
73,1069326007051677526719437568990578135730433479276414963534193.66074662814514800195367116728314041037537238229218429608163673530717095963165923960433533258160614349839796390786098214600971927665715752241229683470600830050579456702119509293458230334501496016716306077939707986307269203014186861183261986189690119551968931450285273911506016278124095618824501110468067734368925523793940295646558506106740965018101126758761511654515524223777561670853268760,0
74,19488201137582904918761829598655095604537984967062999146534462.7503127787985219909209419824736571016260724186229542150683515894794347871781453097978649640595139936249425900913346760473228736697929794258555711099120214285908095929297528890694588029900409903822864641258676128453847424809982483618500510218825311887223697548789613790660966325106009587029870987634145731689666492706537493526802813867578224737206098800294761791072270747029575314906772374,0
75,360045945294294390323045919145507950511819742444848294885484297.592781133356077242035825058485047589860498815295838668177630223061419209970660020042775233922437453268680922525678151216614820610175224003864483024294239869561810548077300139594226481398407655539929082660106989843262456981359466729702623218382843140679331741997977949270312282825397910378759068346895427177635488056070418913058807629259190844473018400403898280025915693252031852034014321,0
76,6741999603408047155044534060070291036692802097529412862514368186.47437123558748591228022967598279408509245325660155224452351650894248231982479399310790304161038927231706604935331400542232238607133507761331376840347473080520163608008469575064899595057027385458184129546885613980792773218135709237641800607974145933436429601194881293649153128919793134005711610267310785350737200294035641362615844397058416305110579403551234652551957237203889442479653334,0
77,127934112180597414245517278242769462500534448529337847803341664035.604787589449663514212806528365771309124772398393590246331587171295335586625206591744607042420933648941733969506730146533602011917127168996297734717680201573178240265182088204118436300935344504645595913292176049456484030786803442317101882978136720741672112501360021817660572831584278573614540967759371414690349945979258302929274342121378243039646251131968438825325810518965222751314824,0
78,2459660089941406906963903156256246625344293136473393966667275495854.22600680366845874967252764369570360937179335830881905021157990845427487583476437918846488493580370952358087326320223293802453038308321644306090019797598788882178040973407343161234096370731781425412332861268407499021941363495304632343280649602421203811134624406608312039970196514566884569373288418554068298406154475541169823556413374282370042109197675979195452138715569444897791559178,0
79,47905034082297965276882346381434134795444034749689082084634910702304.5637720251047428015527241782971932060774835004561316712144417497810738111075570857242633037298798473459329612112198999654289281913829247954822182427538992549614101996186919162767593238556821575290737037837941517033913828430756967668752685877239451901507284764481055149249756821071068853982596834796882589830545269746697612573552207256834458860240258272890788631595171562067550753673,0
80,945001842121276399528777246213006581106649445521492286202638804384964.544326925151973046977759375725693420267012913894643117328796942853963906166401512607984324009907829813460999056627686507101868413604000227741566058608472154963604675782152617799304017541076055938362170524268757021344212378775448023872202831680485703757567744424541984136052799127857493938988315608664256080936038997783510952200462479624112662969681452602885234449459828847959072811,0
81,18878154548545252618468906659452587773748502038117560463589271298452346.7125433032379072400893194604530468855561254596919910034970727486112134258039388865238701017040138082357058962158878107839709749489393679613208573583565253478688664596190037548005351140622615934657765407733260215984242950493949620351643186012509768456098080869425364647963465012254566293519749257048056066053972454882465231793290664763979307784269649930366536278174575425186705805,0
82,381850610327080058604886229594833016418462730959391875383497328249734282.372479287191488431848729646980891274034197841115353002877033539372605888594324517903351716727265089189073982274361830614271632667190846755156462981476453567370181938894872363300871177049204420104153857028978842406568581034974609828952938633762992693439684491461106215702708258924444872705119335986638365608437420563949910300890917829631337945675055789690843263606967574619757929,0
83,7819300193867268955791899181593420017110166095446959791321277776376320525.53073194785687901256124233207674593839765740145491692639157237027266487898977098199391130477128772055319871459289115735570263129259736301719095851434510221208259616827418988596813900609420290512135830291252313643626230250560787868001216172825815403722585949545433468745130235142721778848605589768397174667910778394435895496642725219361180544402823427531427496627214419787585367,0
84,162075634411794669956422679359481065581265777860587723817055527513030399562.081712208312765194875670166662648002691354833341696970943380260462271318955477154664452814260565235654908355943716408995017166561495740686095060859368423522307341468511158023838405874703870802206479007228716355424795877126135323994801483902115244459346990776234285563745439260746013216152374463698850853958061730936435059919158721182493215241456419828726896012457372797229991,0
85,3400005239097694903563176387272026826729076897753231339071980629441525776175.48408153214397485666580483222031045306474908746287484360617836419819300276416350049433705887784185959038152239076260225432806234064455976181192288182440104065355510310465280510310419670062269839860680652237442325983605467701952184189210825488094516629780711402831205386998280269226003443663277923227841273763683075790133545004510668301782162431947789491232239910844025664199,0
86,72175787461043526572916537792994045253148860098553947640944517799600018442253.9314868189619133593229011691399881413025288054030838266543609961753007035288346004970951910082096253269744279786931060226180409513693924130601134549125363657974083853665205322702280086440283366558407160816438976606821166142078600942432185025208228243404253574896738398857223669411413921315129173554548419763169329649912072943936992522321961961576995674160202722894789566462,0
87,1550219147707225200350428500256948731675785877738304709651952383660151098743766.46722927883726030903600524410420978108065394138609692994671928273554225674166273671367860286150572775268717839014779581785562110714602020458302171791921172277449303329845319399552978057770805420839557840359175330718736538324728494559793672798292080212766176254144907713588141706054441088908956095220300854246468136147819500967324605754501710432139582900579308295350085682,0
