n,a_n_real
247,2.7680042669100563334779946595109951874661455030068703703709252758526712887081656018810217483250700445119716554848611844789452146278636196545823580568281272632018267132174401940492602248139381683028454763217187047114797590785563046657673044995122054084423499146265665609615925197592843852076828270828246505539011156610221783979554472191639998330612605e+373
248,2.4174018360389339023109616691234966380662490186132617645441924099207327129071772712233711061054955048494660731942012306270086352481493983402555564767515334366398054857843233107968936296524947661310261696358469582894130917519744831891219627261158630099128556315161390313033954252781454542854235891788693352326647968573027008000165729724562764495922466e+375
249,2.1197538148424563225325716860231094068987794111686289630375201990995520763715628554894334946308578080155799946736090901391633659170649832907347266255684744493605779046086917065596599992333216843520129011350328655598289577704269804660628680590483475769697794260690563605765724372617794491358634390128616179022720271092251040266527843208557803692565037e+377
250,1.8662483233411735509206264052565539834885731565025385754218786442199659049430298226485074741822174797868031625520349783127735833819217492972433459503008597064488669215978886925148552932799791287576810470500818821789051933154133461164363416527953046578583381569641289334519939634363489310568067882731883446746113742906070421653884115859857741781353412e+379
251,1.6496577850687523242137064854347192871698379616318218976599010994536074644084204031924010459410759294048542781760671563388389333191238258032373663061572353927537988790314187284007305972295120055067897937281754512778787208223536575655401267094702992031694093516092682410669814950379197978525781663546091640620003868521267380636457859571379709132374600e+381
252,1.4640360492980006373491060131616964417760256886606616437652674885765157385542342276187998333710006129703691596742078333480113416301063414448460096713489608078160021904725846370130956766348401680321214669712692891065018092037790259996842831749965761969364895735990775919163988938321401563235992517233224401725534973282018836407483070854221278447147926e+383
253,1.3044765274708885753372026079584406495527118555126288714022435633385832159843588758203400770320848860919476574972062034937627295843964745662205962452251687237108607967669189693943242555989666025093863765363025737660010383334052235825147132779273460232611335732312584826889424905247711893388445891032179930161409551449817742109937774112063469839847936e+385
254,1.1669184853038276916259591125346567006068950222823238919663860741231598570981331922562214187530874521070445908101417058609172756914918567788060280049857955005612176090829468847460406472850020597734006950328596223172099418271862083064200687128489441622339229548712671779362782145899888105658987033802053536766959334245968488597509692550835693053523522e+387
255,1.0479914524347400077945425783220425256302883042847579007520877082914312380685823562829664277790648717675334827494643319659637117994716528573184964573912182455394286722654752269053348876440932999205530190369692134470503844852637058788260373311341178161624716952010386772172319587675715130751510726124142362928973585167273861639606562308420863688002086e+389
256,9.4488989073586363403997265146729159107742883343456013714976644736368396382119335223897597985566320893873638263320979614410976938632330928921197151803344760594101450831833472412142299950527442967034125036945640226683023008110963991785974440882287938467170664173721592924825082196916090914224508545728231824121266740755869970819967723096301108479408385e+390
257,8.5527195108210567649226195432902897423421652149195248224092588521267620784918644718691802235465817763596330568652144302371037633164618447466170085400054294085591354455273404176687043338156473072882445924103342319501133310676136181336815079201433938836456566859289465995569548446686267172693919596488489600284658126574945449834493661974373433672979411e+392
258,7.7717746057312007132896233415304932082571196281138143126858056368843729237023587699032881510442216712128200281090526287242873891971885537592076013816233764893149438072825086644448535099763148644441974955902788542463415399071764492379908697851257116822936183033196371121160838494954470736129815840394320345470304890176430126147623243303437079721270863e+394
259,7.0896130473045736717654809905934609754805572617883597513703415705479626112832707913028956507823081022299814649449829521770275220674443188874489313742542397363002093003630184336079836261636523846311083841736904770749332628423448450500120824758676549849374800650290018872925682889667428355106235921522569855931878662812681007990681992522650372082277622e+396
260,6.4923916818301049894163400408799455812784434363818451852383456062608053258678664546242996219864616417530639532233837072032017073120459984511656671143151748554599151615478200543141726067197255154236452035471987223726197563840231284771478524978312994320327168838824504468773248296754637404454706731381304488435807702656648012000707507424284771279438223e+398
261,5.9684322338845263801017865494593562333581386410783286490046190967323189126127342384386724046131864355852473645256804345834373415843395210050713108956935221284188791517833636765102424450025963008728465679683221093813578529725741127439206779569322586689972093875377389321389247905980276707416759981989803685243839091047053920496658753618034715975671997e+400
262,5.5078584878417452743549608964177238641098011118618095793134872136358474474733882064507911442703172890162486988931502269832263128398928210807716015622841153441498581955376658855187655149065092451399895992027635365978115913186605090240134153301868914198106191787458942444367031321762396949197718610831785904063176789550660316577345611301916633144896442e+402
263,5.1022984521794527092432768250027873350451543943722103812699987851086632843933479312478083090226323211137361590234691458718630860610058502217858548071826100439149037254698067331095290634432841706999363954054888630479631708129377630531935449420775376589759887835594187740004254077543330529614218776495338193677113260499829540228140903537239949518683488e+404
264,4.7446392554288777544589281482930737903094797184073942935000379804495066769309324931046142229907813018187072380048252927958187290174771706616024996816778447678978924608673567005009462085153224212091172425429558601613721414662558432002897199970505442451959428998163678246676112707983828043506799014220206118312398449557852663683304529762491339708233204e+406
265,4.4288249462095780647054639323833525201896700064242450069176372558301396438154580567361421263443521128952712701181125161409247028556863046429779323172594104019127746195737571142692509678138539608763085421491138177643809128648638594284446593615518006553392629475766892694345493856327990072814648083975036897909031098116841244387352029810022045757412892e+408
266,4.1496892941443853965593182344444275857656703035238889465291255707753264635779011185201206922381143893480810957429099830457767001673205372230252124307164359288705024250118194206691042287056529419327019643889975200743808569409195509060670918759870572843421392414823911587824262228729941000278618316769846038132462781733119828784985530205622962713122811e+410
267,3.9028172203738244638654710692301179533854203836410871634270244489602771724475959254792393682652928657050638391526094656804744633782665293146856924745387797230569581904584820898559562836561910447944326128641675693048042314029606599752207947777866896585771609202218319665277120495841783302700731085252741147864886353000221757056523191086401715981245286e+412
268,3.6844297090716579234239369163792040542122032154251819235261025175385900643997932956011154263530919043880623361598446107443947578430339576174377787052738607491450452122881393596512200713108837888612141164280049072271888953964912643923106078890124177396880058960814517348401935777012601154587198271817156999444094751795449564316778945462981286923212549e+414
269,3.4912880297566015960095724888366971536279992163542188932358725102510780551664992912642269461838832813659689650904497107122808828453352386438442804928348266039003146976889404243484660369757391039832830267882448777143512065521968408888475425193369124831678396258380778635094831682580421111590588685590654063670024887403092526888848918746142771340363192e+416
270,3.3206138851447681083204659427254859494001004029691933144553009773930053293413922837881746364768308432426676495758373628640737952913352599778288745413661930077896466021905548608247497906109903477339731994348734792521829430979961576320064965770534829728590855506665668892820076284363710257037676147869649002925868453589584477589005061040719700843268894e+418
271,3.1700227306959385947069980110205348898487305096565487265097750120930546249657119319422199017225629456367685909085223953334945076482813234804138682849539648595592859988655119574353889713135949273311070681138551360050119541888199160038730301389885399017348496828752352486851338490127348528350717967085227928103967718339151314003190666345129772790253910e+420
272,3.0374680212698921160957786157332956096371183268769164892849866573313562084817733389363839878881812215378937287638944921329518871856565152519165897324043697092734060434470385848053309730011822878215202109580638889714430083529946505324502127243577138998593862469434487502565597167542615681522345426097440955949865154002425164750572264200652450998934246e+422
273,2.9211945521923685602270119908311922405865361861099854796442767761720823264390058043997684414087303872918205964706430582643362865254949503768081343920300559492148736364211040210380525956576975860081123162024035138994392197812263726192957575888569353314164707661323506223971093241921258373169259601121731256652931677463981525044792731006941094944671725e+424
274,2.8196993961207663241616366930553994667116154195891645835950086133925204408372443251041863040614487959874131120800983302638941081379459461136913798174948536031554891626493389667886191499939757965447396197365730526602581564173886769986759495383463593626274025834784966921189293982141832473252638589478533563357004281394990373337859970520026946005121207e+426
275,2.7316992089303922170693195852026125848925322366618691705287337432007331790561586741460404914793881284372295515016961467301675779712507848648465782879197214860435820382414769419873932938798922545204559382537922857774175539041964025309672341155547269537879324911661281572550292096459430226450540055636270199552474878763120313053069969281273133310426426e+428
276,2.6561028997659368552980778638820192631908453033701460796119062387931549751346891069555443463076970151757972114689597415463051831392243777271900540251160987730028492567319470875077937422866509776368554166106852330842218768479095227415666343936608911247100527480622756718402990711821793874388983151732482731006723415929195618147676421131152047834456152e+430
277,2.5919888422735443622182359464506246366773629125653842185465030878429676677958561146235057232114894580405916211505120661967069469646196480653796635893286041817656616953034614432329376923069877528538138419833378126096832206886426756479264473061340555216618601956071268142418757045088970437712876267247639176469788380067038710150431859869361119880582540e+432
278,2.5385859537327081222430837428689351567221209073424084341639942371094417956520272212494800789488372263102320952119713399710811814167350538317920107745651848738846407110660124122057206251726957989903947551246997368890069179640349531057935880120766592799525989574335403118608864383252683013957179856152657923227368379158605207779544306661540943778527217e+434
279,2.4952580926799819334995354802612071233532218609991784240904435827560592714711544015250740237789160809444532862521927344111311720363930706977604593805053056368225395569034222872419498296377826913435170453094530632907727642175393858972348399486562541938510460055234020956680845017100234177787623891364680591582316449630883927999691616732441731731493734e+436
280,2.4614913287709440718659841107035312660812000284299665698491229653903926535887141213160897845354067332594922392080066296280394731551781403448564122712882146584544531104915000263495950917701720449511901755325855749495620635740173518948641052025434462515344781083847377279967417005935887530758498505523732636569177129850585331652025804852871207533310291e+438
281,2.4368837252114664727886861076712485995590832721910683897230049854255290302134048572711909884832552561699214058786342117175284847435810875324064611227919931651664640054280570963952336023867232335561288074457424415224771673961936046067064111832666745040147197644192542476037917302701602250738262357631805213006153743939104472313976690658132170023035658e+440
282,2.4211373474933376567392660207992105123070749274497057826883913766107806647543678973346390154367117219722125303955217687838465564349110010098310389454949978424749419180934394513058403729211710540779983810374303493396933985544831672297093086779272024019818830049925271585409226547482367494489539560128572920204072292657713295136924873836627398589243672e+442
283,2.4140522751861698555098971382964786337700968147918782302767337086108184233428010309269776829763499774719027772728091871658863071800019518274708445195783924994308907510837785938460280608975037297046299334170224832176103420187975569811675558166698665076402934881112623453826569174964818653211567705686776573659135693131954706061652424464603837676422961e+444
284,2.4155224484965184924870296473441695913192534752747721458974816148868079384950818381010248870608835413485441029656348685498511125935458377220347846838103252035939170610111372381474659323572293441304049651765824735328358876176622324017011241136788940999970899239046781478199924561512756519273099817860566047239913184435234985595570304437412959606182121e+446
285,2.4255332301779237422274284811361551451906018953058746740184238840077004285981638262452032436445773384245065308512147212379559454293539179292496715209063842632771303777870826702097065938184382560778451876217399532713914425768839416630434468450925948234103376110613805367913390297925261914290733358138194068567622173455428808036124324666790928903149528e+448
286,2.4441606078640890845233497580519119057891112576546506600573797060308452098437345966347784481058411102035184432971896610018787541200502947644275558025258846466253894989694719824285375482918048083597231924845809374188569876090836526792838096247171835212571677064043792037917908664555893169065530215368288779218216601733671386460677018943327769099362423e+450
287,2.4715720035075022156153336121071786473460288425822155103452159246255769563437842712451937585790724611917896910597513757478881897618275646250135791051804555418202041084405377647192279507058252989110599036622152645173525971068678343696596199994948877915065317465409325336814311192931857408086277302859681922727244722252136413024829296309042677129623414e+452
288,2.5080286967105566445373073564841333336357682756731877154648630724633589023021586351949337100583007917330648840716253281640241194429716885955964457400414106332560949614571295978502113398149525719062847156705771338202973178198662833310208224098792832906240359022136219265687191148990632056961095689678748902594955567909391896472840153726454906520072501e+454
289,2.5538899086320734623260319308266240145360073896780696205115769312525794011640567928509306075917690895811441510992924199463181883218382344435857189637244769839033929790012099704708919021500594029561369361003846043737044875385716623587077556508012973057281722021579350831157175676218259005180751557314431169826845361920100901064720043222513971444760688e+456
290,2.6096186341105507579883624509324502498307468206260042702632058451872413682363916568703126344652651704361880442175505186176844924901320483508450729793338167036039301526608323785282301953393199579226915815806817699020976712023358127877243280741569065707055511104899574941411612189029851425425134659774851583897328776988724808890770173145533184481732589e+458
291,2.6757893529628388827029602008731789080454350449095518409783363902409896534482655208744321950505102784178983604413670583760654608440981922170655415634658779794243319641949135598972953343192741574862843051781087678933837838664149899946440253692581889572613500737261673123790338511103551337600836177588772009250301572136186471711655215215058681328741063e+460
292,2.7530977984646317190298264254107299501340619766715866741369203571649353667231090538587807338106780241473539213742004397621416757742431058770817339166158941846886702255291534598986439051395529866682690406353486122154216048570813135668866202940907515417294086117089282488725301122481983620642945099387418409232708578318884164858256395188020436175490258e+462
293,2.8423730132964250182169155649762188160032560389590492846016256302894899600224619489999632251287377144808836351811070494983904872540848524453876463502322267521319083197576567129939564500167728963919441329561514508468863751255996391578424074791348090094576144716694403276484436008156530292611949979859078582135393570711189040405262727172698088347612960e+464
294,2.9445919824304697365839039404892421973865709031501389798078852266073051026159688017310540761659608339155269807045150606521532893840648357134691553891821146917203437250964883438836281755066528471047707612328287260153729421015329685843454880814536792741312855614849302277893697928282217851681331657643600658609446167918338230018755084228610209276646111e+466
295,3.0608972004772304656942365232179710340864782419382678761748617745152057422371386355519847401821352830416414596977114278824086913402046160404639036606357365678618715893351862038284693815831292177400072014147208560922937903719319043461521216352666708428408520676426918467912798616013978487930487601923208992102989615760309909574145062565332462303559169e+468
296,3.1926176101682285612921563240720160314107377383018091956626129481856906360173022374351361977410990986390410896274717109290272654486699861400106372974573798031458437366767446677316134925114009975045071331587390408231631128947510507315988714431016460624122129533383999276666617881029058735906428237508139483002020008607549820780623302057176620358317730e+470
297,3.3412934416085545232920221371205385963863912647617458096221289094179322322830128179645153034319848872817316818203967012808105760390384728115577387026692201343902731945791719595068470507795449409615224044885773285159308293802757450248152162954181902934586594321758552041977933556750951852537831315633985869715031644768469781793834164426325078055379687e+472
298,3.5087055918968066345072576723049817598830331425544531215731909401497441780132831949386356115353486256804659752674717534388466978212868970766173885192775459808056349100104789772431428721938068456535871467957705985309717542436375400572189332690351979753992010782861884629892875429258420168299773909517249401523982876110026135944972725607223859582363370e+474
299,3.6969103155527835468056182544258487170698915989207823501989556113143990868262746339379896054097335433457334781228985955813476672154314046818984835429628510614284645684115781947060292142949852654676783715400855764491148865221464397282285814241062486800176864392085506974906514885834948968531537189163973574048807146520991123023716775140268090002632647e+476
300,3.9082801526065277702402695289322941461327071754918406542590418177493293034117033644555216371467047526050204156792159327914435248661244599891987008534552322389362550635089657509188019153483156357188027659510667757624251674932146907041648894819563867645387685452374232235042084679076249242744931147898192537161329030494448613436965929110498147073543742e+478
301,4.1455522089018958334419988374807818309078431473291193636678558358695859565646829554506379613915390125610845693449859398987484343609725783769024244105720701689673512264103791728430022468765438174909145886304255279496957356745733804542636466120234491174409247133555922006753336441981224265037990495154645518965993723634810533884873017435144510099302170e+480
302,4.4118851291405564697053122248879634265684404257004183573360488688962047783994203939054816676743522516721755701722097038488679696935750980775180980561790928456670295131683442476755617803364347626275164160302691522163451683741434004664465228495052327527487668674971835282655868558450054387554144842745815582207957865295607487524242035061044560323600584e+482
303,4.7109263760046949129867126225121925343598159391066652421723427034965650561109287607886580761139818524450183264469502232572983496977177304011477245284056352754589312226231737321730971615004669467024862758735883027079233003966556786115846083606718210262683205859649205294291240184488496472104283279851836971058501498434208609902145570537661547393550873e+484
304,5.0468917588792699110215950826638826966220544452763836176536066244083616413409406549081551533885734887942338948464980637990864804420257425649460784657055603364006168083558458088680111373849696498484285348568090174725382437727909051164523108649422464571971909734498471717601110420700869497838786404668588978690321628251999453886891786526279269985011023e+486
305,5.4246595562221640382595843281008923301317049643650575406056282494783496509597304510345881796525159186867905281572784624361018021963820518010610940746540114659661755834317187622579523498745630853353218419114721505710595841293243475879661068325224891493620849081978780652701255740147993612529019378100549936362497414699291001576487195270741376871989796e+488
306,5.8498820625230324688252787739619962196857894638060497348029772097450814966154156091884979049414543983505937607203771262619570687803689746112765487217983021538304798307639717725941367001538587805279209899374957879822758850996457250449919706425631811145102771814711787083032140771305875969356550368872523179995094740664059580809064301754794942583460302e+490
307,6.3291179838685049621840590757674720246294267042412021408702051215856231524256277771062555377508649404086716283487058516079237370087438107229760851219736751925762583720691047592113506400850677507647166161170629450993096571067681305740730274673322267335378254758249141350242570977652122853499772127199063129555922571084877694582791540590358208491419109e+492
308,6.8699898299591085049965720589719450341358445250078023755878782424434801188908977083627960811804428338419536318732183375066798874399060213762941286083540857029744750412079584863622035652741359952857958264877461350350392561581036046980678261986079620606317521821394902050397208967649038170092913766576780891847737193388806302913700234640603863711715367e+494
309,7.4813713355086155778564601942490898468539596231554482242039348377135545195185539835416506219776240707446378168798217265004939882853577565702228381695888568826527117825326166708150359351313248330546730870612762384662796774961266285997775316386912203027675860322954321687574864001416699655009447704669625816832148869258301800307109554279285119717408995e+496
310,8.1736110282515506259860536089681714526055641806715777116619379889696109250440129124169551600096547995557414906105587259343368237853531313435608699645631869237077167593611444991694496160647273275504952584160108766418077136138262771342598634120841879289719774346390126104158338716895772376853036402371991591803626403940632234123423358179315713911499256e+498
311,8.9587993915882868187162746921720575563064408574066537432330878680695792093198419827611350449135486220784136977399007527350600806551096809418338888390358386131267633607807741028314459423433751499987071510851730028169155533555838613245664510888215866370794389480895774493233284429548496643919103258160859850019508705079560507651514006292623495033149247e+500
312,9.8510887062623125542348976275321398945035374793674761537644630275141526305765451157078945978745630791158572571005001376144845152882825889581447016580150413278699562260049529585998808780694205804884605103878347631198953731647738114572725562134378143300337571697292299908252988023181749696362793865634253693238112827933345012101529774354439501617710947e+502
313,1.0867076671249063466238705468732590890321387017170430674277373184085694504235004562142315296159924539704221737006325601435766148175655232143696055792760264093451604376777382943759846304604955021958534511721579919240060344928376609612361002211404971451259094355593697276185890303080098948772252914845749244080294926937423452136351706815403423501133126e+505
314,1.2026267391779689891418116140004188681326532823526597120202265520586824546503130636601880873789870762004970750148011890180985057119991858269191582944842517422355980954012734674951644041155977760331874806666725382932836616579142920469764987989907441377077974125471365934174921446338782365268079072177299864881425016683822259227826641505601898457226094e+507
315,1.3351626398278096154344401424268968772356030450433154651091550231150706453720716854419440164019025351652888365120553008951286176916947170174072620530853667311252130015694008639670387488212038595034277638673347889291403089816284114637740777190930213290381352431135422129502892384346044798431658225246961076298866013625378978264136643734488112397310722e+509
316,1.4870250170004217365877547295127245091146227328531787916472531232559809190225993273847015479055256683451143696918419216119635926876377254138749348833562655020873969513109636227337042782468648889078537173219303417086488508314252593668618695121532759561450078249596652644492418927337279930331497484051376893225116139453445620706610223868099267437583870e+511
317,1.6614175365339560367092427812631431381344219599204903947251429435877823643532748650803302029155840577143000346518343756438641032537001682715772678568050806995185664471365095258296429331427992126641118187530953669236732387946793296599172143158879650601528797018587042766057945460569003895127337093297125131206235239042248982413050441038736794830924855e+513
318,1.8621358839072326531571853558071298070141608848194317140180891273146175904360566800513029532106714576659544152541580009983776044821210762839082753184906072958825080254944779145626170614692385037613767431404508559700785896210003154760996945692014266153374924435745028494480347803755497290985301015358000050651877119606498513515913744128645959949564238e+515
319,2.0936866849215384826512918896380749905756789238953904152025012787105363699346472293435587319756297893488410844490713129287007605599665935832975970598964755054845519227955065082479040337069005036156853628839151322477723152653679349270396660937564174563520518986690079309423514962633834883390877951940416118115518887457469491870155947951083688023331684e+517
320,2.3614320993494797414929742705143831273659215172131942762310976942378701029516704902875523569085494509517297954183845731427071599241042233035185033545111729501566560347500149012792245353221425625472191186713831947438487484831631794059007057214250623161397506051586565436334179092594088761375182464923461234124654833663916415464529256749603674226929380e+519
321,2.6717659840240387759073736413673910718458079816940814825564325510775707125233516204496171180716598429031514341114935434473494376470534204399235708496633821487585741613923103262708080627504722024599881525097181328282411974152451950590778170837789581376353079352353069254773223353804450027730589562452422843172796298937253306389647740767667152569615312e+521
322,3.0323289529375151675520814497567548032803303874095009511860308890060504625869238260526697656685863261651153112795544837079375823019588734013609497466254095630928434258591025714957075262630423247569821804737026363720014449137934536612436225349751479235064329297457669042581928399569704040288465023742829556163981896592138166604020478207497670495133426e+523
323,3.4522714579781129804249021765487653277083055346340758681979382739239075554647021783337985216370097091915183468097383314252911218551653507920345931594735921209078318341303880445546765163254599747203361486364981759473968919075331175393785669507898713355725274478050527482588434522697418891342409348137639265336568065741856489145135858196279334205734120e+525
324,3.9425762723203418392474135501832490658847527388590477981176268692644050749351005603882199654436841440011890198317109298311090283884358941530933601633775779834812917504185476041947126307337990538060867498540440163388155659076396011185038487665563911301711206323854535049688923537820026011029085757000555491741896531688454948176544992742042677574851564e+527
325,4.5164546036486956254592197151192819715655113902925723879343936181043732877917122678355547911135940840832121225904463690216494197994532026660174314418029198567888661273476671779297583388977290827657318075743174723877692242573423112733226748216861883535308540854370544413630868423652452796808755280732960048307175771865867925400615289571142014813107896e+529
326,5.1898336556760934378053593964829151962124803395252887821695254148938164952587692896656482685173995328878644659287542940995773154566598681362530746296927895819812084983377272082447339875920367014180145013519560431804769228729085102306582282704876067046709132533699695176329104019606810258893915665534704974597254759537730232580551804106547524648929826e+531
327,5.9819579982286761839895942632401108084775141595556961171300193124722071126125384090320069906076438672883775782581821907747131531061718959900589901558868578296209842789273539973023532531815097009715973374932887991037337663086990442343647596780050127904449910664133131952394771009214358781631744929754792474810375669015772905133585129430524024313892230e+533
328,6.9161328612161170155057171175358492057639126011348634910122419534311073492524740934025695248231732851788141450809715725446436445011683409206195612078612546497320736278143997128921180838626324802960341176907887216230137350871644333711218603017196423507695674066969020444850539906673557767334700705198962171359494804368772509706449911644583268364299691e+535
329,8.0206447743609324372292335010874045592485862325549475740785442352799595454067820043393896900298097302374992361884103904539988259673846871679888332482311194717416819103590059235752477637596981950164641055712693938006848439963582204759016787976456913581015144773423457729213896781994374295126409527822642261633930893420092016218253576039670356158787731e+537
330,9.3299042690013735948393523162674964472997974878645419139464839226019310119992923284989971011747551578942964959160137708198377880681896810225328369906611227485657530000514918118759179599623598339879222157260930952658244438918297275031648102707666429259574435141808373300434487365030755915886743354178155863392523477424753484599315901107897239954780279e+539
331,1.0885867204618230060292278270064908165307102768839705887211052463894489828007092876754664514297130278277388280511138702202073690374990132208328194565297447086268562716039215118407175915960414404179416004472469423834544752029834089281067904065847029384962470746480115849665100779742139361765062641546520610141292573431532726413363658834400952599111421e+542
332,1.2739806411308612171307776614195825835957797413722284467015039508137789793991976955471473873710880449646156657682031886657389118489177428519478944469944843915181429102970327994133393811926208286326591554589192877331389152748782896213433850806409829148985680896608515321736288694584192903810072544811557847060740536634488616901323870205138295657077848e+544
333,1.4954524697766208311399756548616523909514171273328491817943375177342339207095264329188088339862785787752776094875964634185885261571892844313005922831441174595649178955415332955139188667695908721571681191520562716499785405120388533363981367434628943508451537454764932496319251249807786766810957209786457577209806487528700587057723532021750662952891048e+546
334,1.7607125094065105752845768727262016675458494632108258763159360536797330869056453484802295009614510871733119337732905212197931926918636134747730199225787491980749773262295778759129756981449945479355891866891073939287115368184158390240976067741721465937428877015441985031377661908582943649359417659757409005176572298090110022876794090764677938354553210e+548
335,2.0792486083679485791988092567186111039201743004313030210012598013388939116494298632071499323571085845282326523354395912288276279432199901814068183286732728934693734291810955017769088160107602585067195328435872363479879715670852534386280972163584416733741712745653869645191810209381576016249949996632588068395586147260330014740598972784223873743924024e+550
336,2.4627630622638732865114674075443946970959005237105333766863638826376263078312582610380694852589543711237013049457490651799223045704427359494151415821968127758682717162485010601254435603269361320252362264699912935137664054576352796647619168486810861956642298073897137452023777976033247403513803100413448061785333239332721188423434881097199376695518981e+552
337,2.9257230681680212389157682174948889059863782004561219960351076197582484479877561988294068641338232655493003065797220832386429844150543974618172708141273246798612225767215869729192760804092887818244670538693308541472469054650265375215228812302072900839787004860432622662999704576874639128900794647663969819087205483970496031385673735641535190511950110e+554
338,3.4860557463696882220993772429347579778793757380631366771164088911549218340207834107894366379560446967161602661846715677631168396662754662149204351196621638345123863475680460457463264487855668365049114786165985066652398412769588444571613990729078100684065408283437822967627274888989614398209849901186370809081827085572318135567367828110854114648067494e+556
339,4.1660276047252172299061190243761318416757651176629313588679631018337408809765485750459804829647295318690573409691660415253401544454178927407657763444506129141150195027480447644062918124888620123190609740361844119736770565203324830375696424065847825792029819437968999642771081045670267505692307131819826310397539032209083849246191917804014073935983100e+558
340,4.9933598172329000431590007566675062314831532053881013500835794686161039878453475136830502649523208824029516401689524503243691915149877216004760277612418005262117864730748371824101394068731791146042715328225720944001630830536756446629504782790717077575049810299731023725387950453146751321687483604555925066765287239589966939927588142512083913172274080e+560
341,6.0026456365313388560890768384303315940471409878469173098482538551549140457629970119535682790692359989077618186685710805356969917789143942802187000352443777850957040935298475259250622757103857309543278432762634416076762226072333939542613076206505361995077093340353437439946534058828139375853623697306583391730075298091272340722205847072579232901954517e+562
342,7.2371557353018848326989942074283244967355867965993200766809506893851345149188800071804602642502939278859117790659535727863743452706441272729531088694981954373935599577674550388328872780992565278356634694726812925035230324295352481082097691567341239132315937735215857219869602891052696584569410655844623811448297563218687799892523672723292130129523365e+564
343,8.7511426967360914473061873670954625341626917767770137960513711520944556801559220586006321556581310479527335638098577147476900694877543136826614684970470658877516593384264409340523672886077191448578981201671231649187857609862877123214333977120601722159926965667156887480924844788497361915750821494734480189903517889427528693194300024556574185418361068e+566
344,1.0612789134721110042887345163926670500080309486959068102780761748330098925424879628975868876385974248272795991518138806597653626773763158288907696257546086183935536549488011809299755645577194078290902332944970411857087165300875277078510150619606476155829537332388583604260475425910435565377508425384677707679996211823406225883689284559888541402547783e+569
345,1.2907987523718111243923384659179193591616835122433134115162713794012452762744608460059201318325917634908900520502710774216237409595245786291387714743928034042913668496215653553410016144113603679081961928250275745125006402760765320664600005096396703150112329324401593575889986790366072824645382057509144559479545965089961730970678305450306283342436543e+571
346,1.5745197087270591492919411460298686911294823741791649830003590715794263346190268700264809509188992885499949657684492216060683326710733170958163212676829444877430796198857574581627429885014827865898314761529213669997396039325607651134963418633694999224917011535334080813817477318009641487717206739237669785154448170349290098541847258062369618941535519e+573
347,1.9261698472907624373298757084509690482312167166689638673555085774940740786812725952547777627566006262038668264454142881032414102943283474668915340943513093174141158718254205293111514205087555296267056182594936544936457020787455199107788069371818950285834908668596682579089604402477878149538246580991010456846035953940598768453312526293052272809920393e+575
348,2.3631666360777141048815265593571273669163095522702196697034963489367542516008288647029542965180528553932854757111634841037116831106040374759715497356871059472166437959387987775699765755865821639597421720679441350498575877751523000340779683568352576945587870538200459234104185850874148340033040433030839109121766613252337128910983637909788234316244147e+577
349,2.9076611551317550928532291762943233674165063040489814639180183968714759782303065705542185760920874502534140317480513412497138759982318379595087757503853916071369171852599701187256582880858142318619368693181788312368821540459947618269395184293753471969550586760170445712905509635216293949909058608614406467531912771216029419767574788468085164989761860e+579
350,3.5878918098225417720856689360603937471960191609726885789293286900499341043049491728011091692296406155340425091671386747743750507289007991769073424882408038518612517600036700951874310779535929953883952963641331737933601148607019605554892058731510757464466923568904157607364226778892393887899975742004436048141914036007112150833737885695451444882426592e+581
351,4.4399431999916309997388880191235037827090729626470188158613037816929303583144854358007793023673831802145088092206275772568330435915763263147055863028929784679357090260706205563472934472315118204918337369506420633328211286172132714952876192978189515307043878549305821446041908630171346366213280400344915417933859721239135832472652519980803798788158660e+583
352,5.5100365092763094064292455977985877611306569116190015444492161415255538072562367942927718527807219764939621908014667121831959688469395853076460217764103786906224396685882508195823900681231733932854708227050063618206917595425190872675440092382518304865003015023713296588656707069277676420850840224906574971688601029976422570644917217817323230794576121e+585
353,6.8575187081710046734796270017249415069124365165320683392959876124470050574777730838392845972490807809182142567733223884256078598706253517319437194518522918409424644476375631779707152547602319934655058294961827942330323526002974294604571865393331551113250052466864103809955136111074784407004866004295593612864313935444781462012991040039951220160767676e+587
354,8.5587725215921158247558314645816660872769646556980474511936983817609282832789523918270018249157092099966579247664410443796138902064560649625724950016552230715108086978879622766463792914519812363021783067493239126346298509061464099041479809661207942423433314687935751981208653955501880539979059676195102953224132202891876055440449717407044432283619803e+589
355,1.0712342253462938966233430198385619543521622217014802370549956147257131565306375042551290168459452400339347667574856504122130016071379155564666343685516190270509923606558127110411827330850137248462158726598386607557809670903195920390306512459309684063773052296571607599323933819952141243414190647931765435356179770573722211604075818472741893136404354e+592
356,1.3445668642714311715472019695600182215963535444847798311083907307847108698082664882276165259638156708247045940452108076135821833441858887429942780378835218830368233466010546431086079114579886614705542530701424168049448070026213306066928800187154106770821158810443967774201555123834518361888521859008034414333198232711704068739159883255600741629726654e+594
357,1.6923957726202735939066443723180048201075980412358505962701505076481922399047070441757633258714667665210106677387401776757194557315362359438443904794050458343080752848882081583391181670377663053968557441906489776258393415863937542406291773224602927605452043572620249170070989042083194499759440135285824069477804224333602292043866418212252493103288624e+596
