n,a_n_real
1854,3.5161322681198391127417385096124404898644302757385095699905515047470992987689187863671323954597425118003027660520843890750916864605548267366643912009959151828127952234562912155116257934457208928580139841909267163628864015566304035519147444783411766140110526946415651561466748168177090218739200401451982731835313675909788957451466032528183376928046551e+4417
1855,2.3047853076704753601071892879135325028019644634865811254900823762927865520217028629929310459495921092439760219105444853691622585730908879012752169788535481381379996747870643804406589203784308851047388874030208022645361973840968301563917118515853183974376727798724793283421902127186263738022207178714821936633095757438120843682608578834974792196914902e+4420
1856,1.5115758104527759840430595322378967471211693865684997546637971294199827827625099427418738221910446651729532886970385274769834812952912709731856679494923736552335356668333488101396209838733683346314781615773646303774975999328559103753184224043472921417222262547695303695605363457889909863661437566152004706612191844132978431260997779810593243190598516e+4423
1857,9.9188985252894106525602631692920895622150425859623407838750170759423856446343100687213107390576094597136845290410622650935770110840963034223189793916068686765116163284480885520255505451366206212613042788445042151634991866444097561786033782251860645349023996842480201255655053873532362913391310053296095440433985296598900594508646865373214095593581523e+4425
1858,6.5122474215015386423449466744399376791855205102428391000995916933002079115415188443037159101670240295826662015915129651000498297649041576876759552791264341672276536501953019229524518266878124668946772791970784605011480186717454176580596595578437234304260977169394308863232622491064688591007065910187177969431936664354693692328909637121680298049664219e+4428
1859,4.2779149200782437166184311149971289069183820090668014668310135538839448481414960845927936423269467863953044321858532692420270928578156168248580324864100148607371481463941013922309822880675003147112261026973155408367416646569196954646833448405243582054256909321381606451712799668360534085614552315543473828002803059284079311334234560515037911979591787e+4431
1860,2.8116876484683520605406075994763825175256027516534101845143659408020804862150424245977380134381542818572265020078109502253917302849183748414515096306052938633690215274265502247774165151135594757195450558347246291431114789646137247235853907833979322146161054863126652630840594956415018241464339547427076122673274942704819191401507807440587848901042066e+4434
1861,1.8489942348188770879077647649324245710022026098270956777849225776079001576847686113951358768728094907038026001943963848743846300770512931057672896937416690858106817037690985664523199961278276373112434617734304936045748859740928282585150570169570769363755921414396432424851439809610547765521401305662626881514746490836440719264495107827453432515666143e+4437
1862,1.2165710267772052810034296485944238620128290020307802785379367176918658494060003677592773609417640374490841266409163293170785165907741057549101863080751099059505569457649808743675177464196140670819269293050307320868588025711077176268400790143615715159345304814532179535731434088959967787988028072893301726785383111715829928156118175271989925943772424e+4440
1863,8.0088965607997060662034648676163737953722989380929789114983631040155025623372655588449429361273432555219576106717684110406898891426416153867537004396992373833833236979346396292891799581502642896294089386124126133281552596422298780216871112829608232198767961510487962850980955665048290733309974035390654199615710151984582357139927000001351242842149921e+4442
1864,5.2752260869215373908469097010832410793925079087343130346378179163769691421473438687204498842983919974541082411644518153321683614390723991288018392117050194311926804513213660937140741193971042591022752182210534682870514055721425256059930133166866780169019932301952290671778496338025849457628984382554933930334916799977774935168446318419757439951779849e+4445
1865,3.4765023151196989471903609635869748733206008711450721870155757728359909556128878943303550574142679968518539527453332144374046516862393665569365474833917855111301537820583859971692861970722194720943932335573118583234171779846391256931923634921447861334833673138458213556031350481884814518146658769447224595943309951536630317392818224482137377226243087e+4448
1866,2.2923287218748230201893728931318096064377004156696834807840047890907367638402745487932029310569297991510046293377942583399762410921032972602051658485861691208252210113938383788339562109664722638210797277061085417543552985872461547513762565062943292065049809239210543458464749107409887874423788102798264468118444468004896907192947112057682836345098003e+4451
1867,1.5123213095396177801335274716296513669513194426447022260452121280397264383967855226152476748659772887960445604452020787603605622641918576696227828617758815951465450204689801520857205484314850012962180310061954444353098556501859872563113668948661857046833295976762229870965556588277456947289706491543646672079608031167714842600069792845096555521119294e+4454
1868,9.9826058836195553049466895879947800069177408647653580776570461075656905507010984652932017111328909417260310052772004058639385102383929262491614557319169765984691763142552810857278498034757086558881270176810796511238356609751410689590975919042356796210538450718229958914772757280544866908489831716473679360229743116067648555815219387305048334239531288e+4456
1869,6.5928976311096647624398156163097552313916763153411873389947889722167360760450144349630458522649526525378971912354768226560603734412766935323087096855112220698053122719067472604694515522639042437633485133165417792982718360552839849280334755626413994075920496478534668854440977195249661395254285240406527213490910489390437770475375251651724918216164644e+4459
1870,4.3565346084439499731435960272834494254617278050663763327445592274463040411925287323641630215104107795361862988890970277320255594011090051252620519819067857092713609006382240503041255987864635876072113431134088542110371880798942306079694168216000010727211341513069950499468205597091937385252435945089918299548871922151718511214612574280414816215658837e+4462
1871,2.8803038771787300997341563529457126021268405901539501812787834701071264495289124834849396255284347720893735081298193428770898903660890028180973821294355258548926337523428437398714271549570387735398389485339352417046788696013077293642962170856615194391308812659866987605886275042221712349649782892351553713422689199118665071930068862463507236714084422e+4465
1872,1.9053187003513364427619440213128849996411212445472500644086830087008413016973596390926834333221240742859253315697239191890881977651036555959100838702025812035171472945562840382384380229617222733076607322503476780056629939969086627261155307397403824550689214899597758151483303510982208182529920570022471170277271007317763505498077922105460008554521454e+4468
1873,1.2610404203772306733145282945424682530577147509157811045212767759984476893912750940005602171669595913884913740738587004114496025169812877303673305042079982125489461842294996604475537375843516903129948957021352862166893518148550610607436704513458412361587704478481019849823915921955236954494618038027498778205213437023895939205461143322918503563815322e+4471
1874,8.3506891395164837179905572811728098796053675340282759263263231498533013681694039294752253072266828105098817164293247166354611189954337787205198210886713644224466298802084524844331555366462515653838558236964357756747411126333252777390318962173839876170828490820502939691214056309043768980908873837682030283367988965323078572769578159596152984730082438e+4473
1875,5.5328313884372104934554503480381043103982799882786492702703394868693351591014897358508230505202392879909946337089992500892602642564324097731280973281469535130162230316767382836037139186258642819468968098699420929162795852241797217272192452511680490920957230506628813650624414539351301394779380482351205028352052271086766837631804336118502687960119202e+4476
1876,3.6677881133895581468852868897890187854874989913246787790829902583385684533669666539238265988025722849689865484297614419094731331414169423135627610303647475097191855163085617675488722005517291705449428346816322502749935784112280862970897068432604616292837797928303881635464902102442978097031849065905776058239427754044369490617791643763304638684505021e+4479
1877,2.4327226766147519293951179425389933794623121183202918485640605295937681250953466784407601301973904046801684333373051723928623610295110886670627068773448874545175216736450471754912590183528281552586267154656612325736727736954133653363101869484269399479767571598069305609403594519788166395624159732997938933210437164872493251194094201595586044354130975e+4482
1878,1.6144046736874485809488358284789862949818270860263910956094864404002519460589722849020482144948432947731628911252140472704521270387540496220804226809966261656791789472688934770656035424924773948216587423248598893476798240716649990186731229665067428891880207562379801778936748148786566340053946653121297123353954363993040808388867175917115736843288122e+4485
1879,1.0719228373219382205766470051334241383184235813276462952581814171622713076782478105517564631128945473415614618449567963785672593971178852218981032307325244783703854594552481032622662585807380624398142610694583800875210644857358932981482409634371357047212531839992985651271326594499567312811026470436866916018974181489750828935893361798854134588430682e+4488
1880,7.1210794753676688132003117803312989779878359763519975860304979725528789780528987529343423942668909058173367493460486331997298165418422416264040825053166686434212046051402226605505542129666353735954495174125750749011029016339099077001535538251238731719726668006786255574481004057195340314165660141309146811590320832038065578631250268068275084425318415e+4490
1881,4.7332474597649037823629888718355474050117307232973262310390347354059944317161169006406964965826872443893682326348299884397606429412799383417070087383753866467557095083373761863014118594070819036988956662288659803228078408524147947485434595631860136940876176377979149286531414453377488904107469951702280000432287694019718639318643517868723996065003623e+4493
1882,3.1477739280334259247817797523667584535020949690607483877965752640338640479880053762176647588458323588590324341638694439841923949009997892060864122269472442638999866918922311277988301169056817208705708854169969018104413412459640338849524288129590099705875962264910098955625306645039199664708205135052743951982965939652084687398605354891658400592220225e+4496
1883,2.0944918769081510012695951135025231391044268777189903595953504421925189228597542140225571019442027433892869681240900795078299052108902566191915924570010669798315771524585376511033967049070134781172936520292777682141289255010232600676933660962466576018230567316139203819285967634320134949512667006419204768136030258468171786100062068476532154646190814e+4499
1884,1.3943908593411940241988419527124471730646911841125875363136414816356806750296618598210850902975630310894430178822318641348632771830504999482230715858984554419807117605674734636372792976744244568610724155939490257916832945816601776201641333683390787034699336573841018048969400234888545817884289790520810520916090264461253513760905446803229603037089903e+4502
1885,9.2879731631408302366721036756117587305064257160599534183149853443828026091226683481013088046946837555348023182022031909601875777606552961117630029248722467960230110328825975257163072971742495952853607184084165527816745110379101029910558032072921327283226645865889372663288124738890085294173748379127377658264239003875301111214445054930965095297454900e+4504
1886,6.1899598505879404876118124545130920566000005432507032730094820706056982064559913341915007203213113254418606057572782492297524557338811016477370201114926781980620637654966836758172279170120353931126493877750763457726714300306444228328983305575895670484300421835369903630682675959271009399532786309828097237544413897296273309431841330007714666625156270e+4507
1887,4.1274806472598246543095019117329150039461981433193140815689088518766270119581059626428573332713227016163144019460997592210121435898078730653088575793807707096725099970122904354853702400656281514695683650166553541575796732790209319880219309383240111787459186514835688920392725752691993732339024139654948223781228758637039191188710831800067422608028473e+4510
1888,2.7536736599822508239143298357173811997004704940598326254875521950550844486846457214826455118967727541097979159003115671244278262397176036588434152827092917624439809233114635586028667056175227285655150160783527878685766080925970436984541493890008855402872064373359252111020882245528667551719547403115030132775601938204784628457175075819125663554614535e+4513
1889,1.8381035947393807180557872088208825424026767267842751409136772255320500611890594142661346930886800388153048095325113640254024652635810926027867583994434284718383014569356329950943505858329566334712837982059858515899800754155487494606773540159984140091236134678074698233510781869345287359319533251239751727641253305512474275197540306286292573718414707e+4516
1890,1.2276016565497933908189310261164021641533219630773789628367641738751840078459792946004343940567665160689967665262970601548368455687644944762347518708530354106490576955269009346162336461101342917199578286518612131712121466442476094415273114291903029706692378516822225548653398930776400990489015796121649656325269288220507817641341430399386122733815694e+4519
1891,8.2030393132732372851769439822735999997331419093384959403847493496566996210685336244643130153829422600543882554319464233113092540765168769706141159216148220270372398819024474358206239960911442249484353791201403572080056048687652844196419454384908129036626330548125097110578404543324444471841426983994500616254058717378023573069916955172952887075631689e+4521
1892,5.4843080920106921057155352903391231712741071099998950431914224374944782502413804598663597226796048182243806406042862104016657693268470284563140052994063813450176544763387114830358678977435923563272959618378093436409537273123215087076100126442281597661189769702014936771930812876009637780366473455232263545395515016724939939625880204695468049797483804e+4524
1893,3.6685842573804607229334109812177043348917717676308282431819889486149132695696236534719869533051738845581074579866446213441326918510828507567074676918644106036682865971268160169477040515931356148776604164584532306538345001330397017670115770822374995660863866810713225480647460441050125959611109601546092245777493930281029349822165580417321319278005031e+4527
1894,2.4553003931090153602516463057635605120466210895265543980564068242394670069036359757919368607836603616756800362609303548808361441685219804414268496177519614241762226357651608341663893783778932704123041657712291072516651068364752847156282619318661676654188845169428162457799025752723560081168470939067106395104561270806008239417066662395469173711828485e+4530
1895,1.6441450481358765423800713259012527612901888342030537281509839429071364285109039829970528845011838389613416056551564127587433956666438395071552769198391451188486101151187811376953091272792871715934337985993272825046288297088845373935530464786029999835522320608757738958875527777035126931941855611504354871376104564152204372629118097468172824250959161e+4533
1896,1.1015516448749433935652822493930512950743427477645882420766265879897500785253251552540488632320732371746143997387040173010105582618844859180977619948574544781937681257135326215994906570565280512033759149483523392625748414837736906064620447495161524348016355137955643835932230932909226054319979497614776916386663250139054893682034056843765871112814470e+4536
1897,7.3841194927964506504711984036579935002861984574653983852750574935015512288736840257602951998367349621169065431910245593061055633274766660722084715213490340483269471471662559782779653937112727691043829883748683767180667817767474869453695475159160024793025512092913298697095308118693573862237115202104102216170927836571580929794862784645248596474787313e+4538
1898,4.9524667225157234757481514170547098871834539836110802283108775889986405576191305055694657756375753616235911757970102823451623710766537462127752415207330287576269148265616046350671254891796628480534402820726261967278723805057673238703502517276012633581295900434919125218257575434001973221969575101254607274458065192348329375140269313188138703506204009e+4541
1899,3.3233286588246691168624229145576847840562522790033685756489523142250900887431217651710914964295486595248438461422742336148502353076803909094213894389357254099079114362448231100873615345395750317034785692431891909983310226229273363027264664404650321817053251977262027611343332132538997309774622138648404467243400229339612504635506544119385405699857709e+4544
1900,2.2312784733471305783006045578219692383519021223970008095310445212243169951477495570604159018681558713957277333782612114277893013536039363134854123039668677018010201567883294545710159599843545630644308010954821952937976122415039018107295452411167022859680434294490051055762060830842949248069138693279771502979957644701023337626957985390047377371727610e+4547
1901,1.4988662959231639300452397652348675089089352286303308754387133821828223375314041283444923276856510123353733343091553699868602038288876166981481141213617173633703608964855919662923308947099368862551630896901086039641786487498948407051686588028125449674803845329665941189272956957565194553753619067601888631649808847717319792900940351011170907490785621e+4550
1902,1.0073967092261151299651674140137219853087445260868566227283907446887139767478273028248032641282921329007320212218988085963040925575223831016588141330505508673417435851946695357023822114414280563697004284473786219101112167049856315554254040980667385712095140063552513165337022023936823236971495758455657225770931960687480193129949689115783278842359595e+4553
1903,6.7743332469892082335163402797704953221515216976328665085930770317102029871740811805219651333943553879956520110275518191433601619343667024251432089287307683868138265869836772832826052415613332461277339298933453798668807100015200992574427713320347312873024937297754637890715771170671868962577806523882973224795324339996630478521548964224581883644155737e+4555
1904,4.5578587397660480704319915444969389931939892066258265615813723388461032648743085211303890816955602796928876828233259373447180480560436287130171582202908703437347800888928851663041547324772301744195180306392226717486555739956788027491301102134300751722647143115373563365440934360606796398967536211845890663462492154380683399949914705453650138039943297e+4558
1905,3.0681975621893130759757701374127275454697021608884420442293049869171902009219827024610635152612992795911213066100937978322130794917330134482853539199531281657480506263595482103402626381076262888722787969672396260641509328580994936020883830705565481084903259553003044751292460975841659689065038503584935464403504152863048381796071191598023178154021036e+4561
1906,2.0664924142145263706247769547379921226708077853358895504695531590681602160911635456404604290061294294118216932943631847551754483345653141151548168432425406647734479720807028660150563085267051646711190388526423650418477387635133470633509632269648086816340539876827651843072226919846375097280585174348726396764843920676379210664395147967964660458725845e+4564
1907,1.3925545800657343242260688307257195529539159772070611263526147438208939219399988602108911155445024151938422213965348520206680124251433139648353674014042765182165336801054507832467991137669805545010714279569371320195677826430630076911062275540653336374695467820590795924152976662722712072845063047476527626407483380082372447226013594009750493417984929e+4567
1908,9.3889804082935694664897216868872597504759902036993317262005838797570454503694225355914309641114638281924314583177326415511507721972699671630914399646399069889961142144689535841219903242429608536201016630900691982352249171743201626141261230516157693220473559664949766325070039138400361104261962987435734128816011621915899212747689741333937892011166357e+4569
1909,6.3336245664478443080662481990181975454299768252131964116889179494892486422190053846108925217851950728985593214123688234700705388752962509339326683632791457022690254142991117307120168147054652541504034607490406454442339248712489509309180558409639977406625013872430691929725568139231613297702105394149748130109382563237155226678816337173486121252400091e+4572
1910,4.2747798890495249268322480123357284763351402064925696247033505021583193079597599135530177365783143828389343608835046411233002156525227558841142203173534493438896265804700465325017048772731295558652423059319794091187291040092779719345305319397454012907815295630748250722964443683105761817668922442895553199903809216430030714998146117044923790301228412e+4575
1911,2.8867065457075911292775688364594220189414948906123604935472125371443823878919541432369546972750073995147579871588715696110100650799289412539630029557632286588199375252252452423787503408430136392515787658444625561330244531486959588506541743244643826305177454714933543692159311069466881908362995028068374499564012522541391355295000754124762057627107872e+4578
1912,1.9503782074391715132847346476293504511429577974757787766782000469101040787234593972356145316150618227881470774297250963204934954448542043963086885893708840339544842581367547896794620227770863737676176528926527953387586448357671849395129063204200659047775515479319451272287909917082682758349047500139949287448561893662986699973329511664444928992401359e+4581
1913,1.3184456594418259324954746875457429490795692857604023570678376154558676860867045017901351290865031731330828612278020820430697281745380025352333693081612275391637343453912013038099775872691549029294644722565985042828949466451110912907040712468019090375193819262663838064040835007386610430703567904910118006061735701007892768031787295353468675048113938e+4584
1914,8.9172864028613025581259840037641768514583739864350008525807857833883017333599659495717878122590639075953744444524987178074440174641756991263242142245413928763172810908852763853392312993943531032868937038655654098224527633351717581791425152138063795136868510308367650630598522475022186543097218512131789995784455005834331322897414216253281486131109334e+4586
1915,6.0343453137230053883151406916259784689944401786018952843960255447480480785076578651876939994523962755692362968418080752452891476815822267023328899152465018103455763277679483901145434983947083593936659337554480778890474349852649321115289643891887419225932824254973820211969161382926112463417892565131178126660896170550688300067495584484799743694152592e+4589
1916,4.0855868478459788112097714511886721592841655272289637417086729823960164194469438039785856431351366958725903013585194081895347059912489609736942821017371983831466003054415700797779045977144276821279844218035698029679261125427119114094224235017825296703241971657607360836244832566320208336763471356704897968829005761535541812397084696685383571953718101e+4592
1917,2.7676136287068495133963441408742372892277139910467332814066101221042302966066206602059677499639613663315061842822396528977535962267696812389631390818922775431720128546589969613745515752383021074921826927234084252894740959566679738258261400805618286416511772113255394544559840828053202487343033065848566305799466599170338602201758899592774155778147707e+4595
1918,1.8757851006430444839151305157516673696064121980145154465059958529978919463960686857843447052499482219064633514712712715282681138768584595833842370120522060790510591239398382038799791282215589165033589964307872043183350709655607401277120418742766676459711401437298367928033744975415940836358967456244957736618778391230009618447632584330180864448002253e+4598
1919,1.2720002385257267108471229331120891365420891979417070158468104873327989140947900172145742799946193086623605462743943560728382771437187000789657581876161707098529897176975534367226697372997663812080842515860679721209127640685339058840414489512546283202344014760426976442867024426815352099401643814899713069512249087557834407736550859018981203511574651e+4601
1920,8.6301367003695451088298485373036766697493651390784810309172843542257333230503082856255344625553506718339648223494779831125182705879849811957083228476664864471917662591767868349274192017553964024994674660212846436383103377106402463357265950203743819129917856807689267468907470179011355377145737929516937659450026269534929732541485954845684733876898431e+4603
1921,5.8583378065428319779246197432692768422157522060315731643427266523034109914947367052384573910155890304887287108287512163750501379124001549514937994921145955359255333830932093846515508510497860498358457142091510550635188575438215994917150994536431681004801226818419091358824992554282928803070145478070187724602853083084665227973717631441498829471801423e+4606
1922,3.9788473891024436671663015405593492125283483595112104471664036534548372111871960963079435145425848417443180335346032966040172428617872126783099121439003995408243392003512440424302521377401194646723434652842352523386685365155860664793938140885551036172135701593627486860815145605226118157696828700193186466272437889461082296004733264863625896403976881e+4609
1923,2.7037477503170899188245661970964053238405654050899062790488633400761281119481419427992009104295141016996862986242170889666636355165625376635909480673462857090321444440487813840263001121296380720140301596971572659702203218875521306040956878380374814471752624485893193053269175433534914941327951720057606834046052802970294473564194028085351849632589968e+4612
1924,1.8382347032357018795649799939061530868223418366443104329928157103747375506639729518877255067966191669468564619142431096347438420219367053790524083220777015380728239524761236222176444871896638194897245713037942407318894726805461006967426633078618030503631898066619261856212876816704433769581295441791758173726848510167025889251466515966933905477685484e+4615
1925,1.2504361864325039900527963037037866075398880658226467459881924616163866646856197122364534463189058605039360209487296081134815829237055533896102186166960425852055690411835719864299976316602041130154130221151056969276202047064419744460877704219926332406987422224523976101754030487985394499007791032171120260066770678321487151046480251876284337823023817e+4618
1926,8.5103568591015435506255703997878084228773695318641657222154954940218570941302823914157318900649642600883014546405164074170433245206237016081084384676497513092029076343526281292959674566476927300013351262329664085069356156246513514374155062828318603164597828198295034709740798303693536852103485458945549343791191537639697853188450607247691476998268969e+4620
1927,5.7950816327707852876415912790007655337717021512258516302774506654730965197921347500780978619332043023208966358389782843467434543714859617869863205896697913308516932770536003451723159855932349913853011879819011719719745302948322398090667039955772496359074859224379463423112106969665694408700022869911443315888616857114551100144176836483226642242067333e+4623
1928,3.9481784710264488217196773714491990719674201232403644845488023786510452295174888856407383720507381179363497721385413442608943069006557698248912832516724130635061866168496932738599019076944527242803974480952572287403728206212408682905696537958597227182122665066843016778098825308319061768442611833859928021140569650186445780441579915253504037789406107e+4626
1929,2.6912826299222293159480158279251999806139444201998793381359355246950126348363658981497915509774739888788807002110453582230336875734052939761487784417103695900661263774446272895236256599380449818852030076758980861462374353658963296334760929079327929908164371419793904171751453661531740485170407864037728666909335038370015527421101584514070606107626396e+4629
1930,1.8354689339897415494954957704467042985473147687322759029651959635103449670913284354962236837926889429674327912485333944715403734318729571968571666115432700589719619052638864129550236203894988141237047881065129544668567811916317627633995822131273350258383363312453291698871052449439109447596570290293897911724810882954450329277221348827018205840285363e+4632
1931,1.2524484196016819227620683572812273608781800374846023909528906292643558970639391448372331555193091234251044515312060980638398389472132125848700786415042810310707674422195765896386607948741545154561582248699044432805274980983345870306894926375406811382068381324117427407335997014713776431806858165343214185571586830498715714473327070217120313875153185e+4635
1932,8.5506203508703588892031809111177109184471110729276507959639856608456010984703392483828086722761816407467922125654266190970300322789596966854536648253014572792934939601740833070984932876167051807320649438433208689309786552268462175448635060807967272523297229043358451354949397111984796602680311553169694873207859179032071779238249076486456364264000795e+4637
1933,5.8406374246770153971209139561664780368249219378985853179191855899935705858015050872428953996193124911413785849412433291769347519749896431673316658725652871656202255176291809225443893618480388270226762224652422361982890181704668902623471123756004466862661946793548727556842094929418261031906889739859241069270412649729369892473749859019676754354399952e+4640
1934,3.9916053972340445550455844033634964671031066960482514014670287549287614532037505442664792389633266615873511457969535242908741209349762766573033148379208917183652407818561596166046724644303233138262504918159211641001476933887831030160221539778049421566494799508769543806903066667753290744696120065084308610010430062698260153503016752278134768445435689e+4643
1935,2.7293521327844620948370805123968455664303263017591394312008760142496512201965447609548841432965565121022632393492155661848153830402024279126259575957881731453302950040458399203449843376878905114603613066024400439970421287998166738651830346430116554812122720610029464267307307877217149370706848631563698308795546829127551252091192979835581951029469869e+4646
1936,1.8672223591486444015689952066615906338918496141431231085352831324694291779997465173756735580358686422112081505761099108315814864158958301223324633700181334011459102174285403150018275590657047672757609452851591700846422840687821652152128575125334361759189969924559390971430773744888007178155158721245593210712964602021712013882767422614793792787581726e+4649
1937,1.2780766216630538910248954177252005036806344944800233448176491806097980679454242900428483641561497556009693035462761203587648929020731930364236364653531398810516619197153361759309399363703245910786523705125298912171371416676916209966679701236271502314362096719126109643752418758588503800352019379719322987032672716123270670538814626266197196380434685e+4652
1938,8.7526993264354058341303803199640019158165518869246052221547926222370287073463146621450043934783170490530593467167442839660192164481698746049049009539375746518050609013914317756697817162159800282102720951406112011729315025910644907247475316805277781987374074884743536256532474571624541398028532292907919533115615212237199672612253099548368693112481845e+4654
1939,5.9972379457328666909596129497545767373449994146519817984090892186152917240038188822231832024009229390206042468547670417701286017801549976927180866610775614038419324515976027160324313119244315590642806636609399109809596990948873437544605894852833129169854615306268730601538866709240203550588002573543250544629814367944107601486195904658514669389916960e+4657
1940,4.1113512925003189038645798229161943908265575912683853120382788250587956502580848218118986188548412640679900239680230525245793057277982105586036858469827448354164644243392084406102563274077289783180824132026343402631838294521019902288071055242781668977168775532243987065135443373959300780355299249861842361527026447193422817568603917922013634386409501e+4660
1941,2.8199526301606064506257579199871141872724916097033177814819460992068337478641852299668402417333861531349435845230359164705920186940024859435938613377017694223662364558000364457347821613582695350538366079943565445653717634634001362777583899607433541884290152899855571496686849125272699635216367920565724013721495839742485275497731308405325603797782389e+4663
1942,1.9351865843134014914973640098519807815523027479424232594589249066701292405708635504900364688184125381525822223652133080493170173993163725314491762132214868602922044517584940681491344923778124729171102487611597891616982475853287845382573937747771261178872253380004426360297276278521655141587696087871858058241927440331392849585154969540847820301717350e+4666
1943,1.3287019300479609183813273824419038922393501879741329179899786766756910772159537902719696075063268810425464351632126635743507282039974981267585660486475749255404946447223630908222769828757769250155232647251886824533028970509324107933910801709911586966749036993704368411664371956439151324590045541691839304209727860355763634537387759155525243153221251e+4669
1944,9.1275844879493112098591850944507031219145226356594422236226432826101194250075167320711660660530245945550054612020370176330285841008281401899085592656148039999526957891220009995787695928778062612308691676675459241395758436440749715598868278034341735104776296802502607518042371607403311046585484233056980257054065240111299898052491797698325350291952488e+4671
1945,6.2734669859238400059817576167336955788137872560777248815577019379397883283312243794597533253659097848054191331250951135526861225618859969651646466504900085170000528206891379284389009323378792381725487022619756915659324627399591928329837385875490247384664040894312243872010368998135478337902456162337153637643766313758158037970793654578644103728264837e+4674
1946,4.3140255875519658576908255124197462641408841289486715387263053516838206462030214813772924396763102213395728540306994735057948888796262404129568405170329338577626908115086492067913039735200870543855120066563262240283343132861380201516665377025737817219928252741387021913465582371141940210740480693906268496339300816504973598669940359524379867783459267e+4677
1947,2.9681172043595650902421869024743594970486562396355735030170335476242805073843645609261796714319362439409368280670434191387018159913974391478511934816754281657624834513212328424138255745796200180403368913702969128870268145169910845615199508823818056465233376727551485690126368695432511041319441742129410384654946401354837493595853098779882779301146353e+4680
1948,2.0431605332692243631914540422311514030085714229877283674007183684787313314470828922226332822565270070229317967492685078212976694403965882775390620044241923574041183235502896490514197813038065869749262522939687667254195370406765660957058140497248399905059389555006195656947699623676029704982176147615543075337290364136785668484725643913118349312723836e+4683
1949,1.4071711939536009474599558575208342681281887345159399508604685435638871545908162998632741215345150241664570825910684120289475023209563913029854981928256674140989699743130325481723534122102223292451872816339094242421344691582601992842678252033625782512520686695445795523536201070849692488885927742850654192365857470265480132617696378321277906092858721e+4686
1950,9.6964836036788304758521932458058714668484167275971857732446398780095090101650681076331142227289208968970049573307329169602611036605259291201879830588835381357144988010119943224253842453828572487046747859641228704909303626971549311551488838233923286010264595532113271776320052992919703344749304562965045858772444493258759608877925995947786422757013182e+4688
1951,6.6850455450292108140221535615229963061582684400215994955413213135796485800135373271180402344272554272070827221884167000118708895233893979562262902631270800363442111654316979417722674885820017554379177283836246030071402691351235094328695263218649080406678772676389375878675001036958198944442038176163210880806364642415357667438772098750816322516283852e+4691
1952,4.6112336780038465541286205517209478924142440510110797056396998450017530471894029924830411438234823223437362355090505555164194027350675543271822355478193416530354547857828843233104249217416795898662294803314322704904007794429096575667073960132193497499467167804305345086681946909141596507683967461940797951904959822739080461524644861939718043780791332e+4694
1953,3.1823829206728675720233314291250581523430919851487359053823865928654463950471989772561348965037120944655781735508304380218057277958756374380670179345259464101788875144793589352208451851450383096031922347985379256897881735875771094116901129782522218510336150440791682464164849979714089620524359579604330549478598396868328587594713883712266776330367960e+4697
1954,2.1974053039824955714958956853217747828579088753498557535959674240026813482875995972870759637765127243879594321385676608491502335195311800499868922064872442793171165336008356639621388461205168992348739937413033311728241812055353981490084778638082721655317180197894644797286710784917698754069727485103872775848317372601458173483793523833157952936213894e+4700
1955,1.5180644759726187584373283376792258881670071072527040680499586148610425086361669859017779176376170446203688838821931573372851275242424024876513211478696505213461190280756323575857384114736592649210273059272006973242432788281195996702320359012487789118750482248907132462320383819306013842725844703705317017384301309371537054068522716493485561905992750e+4703
1956,1.0492825935011561911907280325968028062550630541372358855351633541160360243343424165488991583444081726880125960233649035670726704694554723032692879425516263657806849433939671614714501828211306720350584836982023565055657646130228338276318349733376487036533262660533627091794602096706346453389985115519140898649395844146797383656623749187837227413710621e+4706
1957,7.2563263647552064745574486996663800534933908988079066328970197251624251856120072071957218220361755546876639533258472815339808355596707877895986516483673252815970520899841337301796144775786151050884139579002843151709909043981869074754777612863336886040719294421732916277812064031582478927100346191378487711821144924508699274795660404498932227268604387e+4708
1958,5.0206866997037387946390626383235814179409528696069231060043941536387692240392710680358306573189148894668602088488571133171037203887454181207079975604201142906926399373536293843497953580553000768285411834284787942099573497274011832493775665069192369621324196610862883494105601336372432646621578385210765598481052157301159585696305368880327316933057252e+4711
1959,3.4756120687264117489500063325427267022935691574368089561364089025070979313212484838955287496712858331659607029153393342661091788196003718832094862807816800106309668332628734790220627426622426221526744097779231569685225713048849622485292687504039393607184991612575138269254599806041989348661774722873365827031819912373524999131332751288934111150187673e+4714
1960,2.4072501354112665729163883389986038795112342866316655128349289673742318849570509113340585023989426683631362075146933874517045435461845371185549558857858716859540183104172355176772236541841936578348187970089432666646177483629265771152433664618851615872725274266430031571179136728569434695394329694207365111715201236469092726284424731379511639562756372e+4717
1961,1.6681410814059339651307107033687718195205233466719326243379534305437020555930837480031612419586481451195469455489593256330056808186244155776214754043219423476157126691724662295579777429042214598613787515841566103525171588941196022327386224854763167475078004550119398441054138938964939000544109230414134902457202910902531680992671742696242835250928702e+4720
1962,1.1565538477112348510341655414304479658912164434756525210005013978708891227245232805458221404906269549017666464177239437160101372698130330505871028109919388812061374331537304472214667422720773761010457517931503049862232680182237403237059129607288425687881341505997370689795775966836058841963584996799056341052955367456546247224471115404666221035156896e+4723
1963,8.0226961952094248239915006397202847089129017132130853759312271638261604121896424147207446124123636298011408873847425646300821546808479584004157718022189331146767493363298573639363122431817104830700319034225503889147900935377714995001985982238473122317504406277667022791272949538480962807701895607614997918237168055530682329162663436615050226699745694e+4725
